zpid_1,zpid_2,zipcode_1,year_month.y_1,zestimate_linear_1,interval_range_linear_1,type_1,yearBuilt_1,bathrooms_1,bedrooms_1,lot_1,lotUnit_1,heating_1,cooling_1,parkingType_1,price.y_1,zipcode_2,year_month.y_2,zestimate_linear_2,interval_range_linear_2,type_2,yearBuilt_2,bathrooms_2,bedrooms_2,lot_2,lotUnit_2,heating_2,cooling_2,parkingType_2,price.y_2
11356093,11587882,15205,2020/9/1,153474.5,27.0,"Single Family Residence, Residential",1955,2,3,0.25,Acres,"Hot Water, Natural Gas",Central Air,unknown,222000.0,15205,2020/9/1,147217.5455,29.18181818,"Single Family Residence, Residential",1984,2,3,5760.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,137000.0
11356225,11583089,15205,2020/9/1,237082.8,13.6,"Single Family Residence, Residential",1950,2,3,3001.0,sqft,Natural Gas,Central Air,unknown,268000.0,15205,2020/9/1,239279.3,28.8,"Single Family Residence, Residential",1900,2,4,5265.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,220000.0
11356225,11583294,15205,2020/9/1,237082.8,13.6,"Single Family Residence, Residential",1950,2,3,3001.0,sqft,Natural Gas,Central Air,unknown,268000.0,15205,2020/9/1,210254.4,12.7,"Single Family Residence, Residential",1929,2,4,7000.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,205000.0
11474137,11587882,15205,2020/9/1,188383.6,27.3,"Single Family Residence, Residential",1965,2,3,0.62,Acres,"Forced Air, Natural Gas",Central Air,unknown,227000.0,15205,2020/9/1,147217.5455,29.18181818,"Single Family Residence, Residential",1984,2,3,5760.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,137000.0
11476631,11583604,15205,2020/9/1,190910.6364,25.09090909,"Single Family Residence, Residential",1900,3,4,2500.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,193000.0,15205,2020/9/1,156775.0,15.55555556,"Single Family Residence, Residential",1958,1,3,4791.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,160000.0
11476631,11587882,15205,2020/9/1,190910.6364,25.09090909,"Single Family Residence, Residential",1900,3,4,2500.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,193000.0,15205,2020/9/1,147217.5455,29.18181818,"Single Family Residence, Residential",1984,2,3,5760.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,137000.0
11583089,11583338,15205,2020/9/1,239279.3,28.8,"Single Family Residence, Residential",1900,2,4,5265.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,220000.0,15205,2020/9/1,271203.3636,14.09090909,"Single Family Residence, Residential",1950,3,3,5000.0,sqft,"Hot Water, Natural Gas",Electric,unknown,266001.0
11583309,11583338,15205,2020/9/1,326143.8,26.6,"Single Family Residence, Residential",1900,3,6,7501.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,325500.0,15205,2020/9/1,271203.3636,14.09090909,"Single Family Residence, Residential",1950,3,3,5000.0,sqft,"Hot Water, Natural Gas",Electric,unknown,266001.0
11320750,11476782,15205,2021/1/1,195290.2222,17.22222222,"Single Family Residence, Residential",1964,2,3,0.34,Acres,"Forced Air, Natural Gas",Central Air,unknown,215000.0,15205,2021/1/1,165109.3636,22.72727273,"Single Family Residence, Residential",1920,2,5,5000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,171000.0
11320750,11583109,15205,2021/1/1,195290.2222,17.22222222,"Single Family Residence, Residential",1964,2,3,0.34,Acres,"Forced Air, Natural Gas",Central Air,unknown,215000.0,15205,2021/1/1,221401.0,18.1,"Single Family Residence, Residential",1900,2,4,3880.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,267400.0
11355652,11583599,15205,2021/1/1,150726.0,18.0,"Single Family Residence, Residential",1932,1,3,5460.0,sqft,"Hot Water, Natural Gas","Other, Window A/C",unknown,169900.0,15205,2021/1/1,156789.3,30.9,"Single Family Residence, Residential",1899,2,3,2500.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,131900.0
11400868,11584591,15205,2021/10/1,197969.4915,12.28813559,"Single Family Residence, Residential",1951,1,2,0.51,Acres,"Forced Air, Natural Gas",Central Air,unknown,190000.0,15205,2021/10/1,223503.3898,16.28813559,"Single Family Residence, Residential",1900,2,3,5018.0,sqft,"Forced Air, Natural Gas","Window A/C, Wall Unit(s), Electric",unknown,229000.0
11476115,11584591,15205,2021/10/1,238633.3333,14.66666667,"Single Family Residence, Residential",1941,2,3,3520.0,sqft,Natural Gas,Central Air,unknown,169150.0,15205,2021/10/1,223503.3898,16.28813559,"Single Family Residence, Residential",1900,2,3,5018.0,sqft,"Forced Air, Natural Gas","Window A/C, Wall Unit(s), Electric",unknown,229000.0
11320787,11400834,15205,2021/11/1,243863.3094,10.0,"Townhouse, Residential",1996,3,3,1960.0,sqft,Natural Gas,Central Air,unknown,260000.0,15205,2021/11/1,237559.3103,16.45517241,SingleFamily,1956,2,3,0.62,Acres,Other,Central,unknown,205000.0
11320787,11475843,15205,2021/11/1,243863.3094,10.0,"Townhouse, Residential",1996,3,3,1960.0,sqft,Natural Gas,Central Air,unknown,260000.0,15205,2021/11/1,213480.9524,22.95238095,"Single Family Residence, Residential",1920,2,5,5000.0,sqft,"Forced Air, Natural Gas",Window A/C,unknown,133500.0
11400834,11475843,15205,2021/11/1,237559.3103,16.45517241,SingleFamily,1956,2,3,0.62,Acres,Other,Central,unknown,205000.0,15205,2021/11/1,213480.9524,22.95238095,"Single Family Residence, Residential",1920,2,5,5000.0,sqft,"Forced Air, Natural Gas",Window A/C,unknown,133500.0
11475843,11480089,15205,2021/11/1,213480.9524,22.95238095,"Single Family Residence, Residential",1920,2,5,5000.0,sqft,"Forced Air, Natural Gas",Window A/C,unknown,133500.0,15205,2021/11/1,190338.0952,13.04761905,"Single Family Residence, Residential",1950,2,3,5353.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,190500.0
11475843,11587845,15205,2021/11/1,213480.9524,22.95238095,"Single Family Residence, Residential",1920,2,5,5000.0,sqft,"Forced Air, Natural Gas",Window A/C,unknown,133500.0,15205,2021/11/1,207247.4576,18.88135593,"Single Family Residence, Residential",1905,3,3,5000.0,sqft,"Hot Water, Other",Window A/C,unknown,193500.0
11256704,11473408,15205,2021/12/1,211662.0438,15.83941606,"Townhouse, Residential",1986,3,2,927.83,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,230000.0,15205,2021/12/1,216442.8571,17.14285714,"Single Family Residence, Residential",1900,2,5,6250.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,185000.0
11320781,11583329,15205,2021/12/1,301035.9712,28.36690647,"Single Family Residence, Residential",1976,3,3,0.62,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,393900.0,15205,2021/12/1,343367.2727,12.90909091,"Single Family Residence, Residential",1950,4,4,6098.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,290000.0
11473408,11584960,15205,2021/12/1,216442.8571,17.14285714,"Single Family Residence, Residential",1900,2,5,6250.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,185000.0,15205,2021/12/1,205284.2105,14.69172932,"Single Family Residence, Residential",1956,2,3,9683.0,sqft,Natural Gas,Central Air,unknown,239000.0
11476042,11583637,15205,2021/12/1,187086.457,12.6192053,"Single Family Residence, Residential",1920,2,4,6708.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,199000.0,15205,2021/12/1,171016.9492,10.47457627,"Townhouse, Residential",1978,2,3,3044.0,sqft,"Forced Air, Electric",Central Air,unknown,155000.0
11476042,11584960,15205,2021/12/1,187086.457,12.6192053,"Single Family Residence, Residential",1920,2,4,6708.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,199000.0,15205,2021/12/1,205284.2105,14.69172932,"Single Family Residence, Residential",1956,2,3,9683.0,sqft,Natural Gas,Central Air,unknown,239000.0
11476064,11476846,15205,2021/12/1,111866.1017,41.74576271,"Single Family Residence, Residential",1900,2,2,2500.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,120000.0,15205,2021/12/1,142561.2245,32.69387755,"Single Family Residence, Residential",1955,1,3,5388.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,170000.0
11355880,11476506,15205,2021/3/1,203145.8333,18.33333333,"Single Family Residence, Residential",1965,2,3,5000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,222000.0,15205,2021/3/1,198122.0,22.0,"Single Family Residence, Residential",1900,3,6,7350.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,274000.0
11362740,11476506,15205,2021/3/1,166336.3636,17.36363636,"Single Family Residence, Residential",1976,2,3,5000.0,sqft,Natural Gas,"Central Air, Electric",unknown,187500.0,15205,2021/3/1,198122.0,22.0,"Single Family Residence, Residential",1900,3,6,7350.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,274000.0
11473822,11476506,15205,2021/3/1,179810.7692,27.61538462,"Single Family Residence, Residential",1900,3,6,3001.0,sqft,"Radiant, Electric",Window A/C,unknown,188000.0,15205,2021/3/1,198122.0,22.0,"Single Family Residence, Residential",1900,3,6,7350.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,274000.0
11476506,81843492,15205,2021/3/1,198122.0,22.0,"Single Family Residence, Residential",1900,3,6,7350.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,274000.0,15205,2021/3/1,202002.4286,10.0,"Townhouse, Residential",2005,3,3,1881.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,200000.0
11476506,104362313,15205,2021/3/1,198122.0,22.0,"Single Family Residence, Residential",1900,3,6,7350.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,274000.0,15205,2021/3/1,232389.6667,14.66666667,"Townhouse, Residential",2007,3,3,2225.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,228000.0
11355726,11588309,15205,2021/4/1,182122.1667,23.75,"Single Family Residence, Residential",1929,2,3,5449.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,284000.0,15205,2021/4/1,222655.0,29.0,"Single Family Residence, Residential",1926,3,4,4748.0,sqft,Natural Gas,Central Air,unknown,215000.0
11356226,11583187,15205,2021/5/1,218147.0909,13.81818182,"Single Family Residence, Residential",1955,3,3,6000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,225000.0,15205,2021/5/1,246547.0,26.0,"Single Family Residence, Residential",1910,3,6,3676.0,sqft,"Radiant, Natural Gas","Other, Window A/C",unknown,313000.0
11356226,11584723,15205,2021/5/1,218147.0909,13.81818182,"Single Family Residence, Residential",1955,3,3,6000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,225000.0,15205,2021/5/1,215441.1111,23.88888889,"Single Family Residence, Residential",1903,2,5,8250.0,sqft,Natural Gas,Window A/C,unknown,300000.0
11474190,11583187,15205,2021/5/1,220998.0,18.0,"Single Family Residence, Residential",1955,2,3,8062.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,243333.0,15205,2021/5/1,246547.0,26.0,"Single Family Residence, Residential",1910,3,6,3676.0,sqft,"Radiant, Natural Gas","Other, Window A/C",unknown,313000.0
11474190,11583712,15205,2021/5/1,220998.0,18.0,"Single Family Residence, Residential",1955,2,3,8062.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,243333.0,15205,2021/5/1,197080.5556,16.33333333,"Single Family Residence, Residential",1890,3,3,0.27,Acres,Natural Gas,Electric,unknown,199900.0
11474190,11584723,15205,2021/5/1,220998.0,18.0,"Single Family Residence, Residential",1955,2,3,8062.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,243333.0,15205,2021/5/1,215441.1111,23.88888889,"Single Family Residence, Residential",1903,2,5,8250.0,sqft,Natural Gas,Window A/C,unknown,300000.0
11474190,59836638,15205,2021/5/1,220998.0,18.0,"Single Family Residence, Residential",1955,2,3,8062.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,243333.0,15205,2021/5/1,203234.0,10.0,"Townhouse, Residential",2000,3,2,1759.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,190000.0
11476800,11584723,15205,2021/5/1,179813.6364,28.27272727,"Single Family Residence, Residential",1970,2,3,6764.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,201000.0,15205,2021/5/1,215441.1111,23.88888889,"Single Family Residence, Residential",1903,2,5,8250.0,sqft,Natural Gas,Window A/C,unknown,300000.0
11583187,11583784,15205,2021/5/1,246547.0,26.0,"Single Family Residence, Residential",1910,3,6,3676.0,sqft,"Radiant, Natural Gas","Other, Window A/C",unknown,313000.0,15205,2021/5/1,215911.3333,21.0,"Single Family Residence, Residential",1950,2,3,6500.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,222000.0
11583712,11584723,15205,2021/5/1,197080.5556,16.33333333,"Single Family Residence, Residential",1890,3,3,0.27,Acres,Natural Gas,Electric,unknown,199900.0,15205,2021/5/1,215441.1111,23.88888889,"Single Family Residence, Residential",1903,2,5,8250.0,sqft,Natural Gas,Window A/C,unknown,300000.0
11583784,11584723,15205,2021/5/1,215911.3333,21.0,"Single Family Residence, Residential",1950,2,3,6500.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,222000.0,15205,2021/5/1,215441.1111,23.88888889,"Single Family Residence, Residential",1903,2,5,8250.0,sqft,Natural Gas,Window A/C,unknown,300000.0
11584723,59836638,15205,2021/5/1,215441.1111,23.88888889,"Single Family Residence, Residential",1903,2,5,8250.0,sqft,Natural Gas,Window A/C,unknown,300000.0,15205,2021/5/1,203234.0,10.0,"Townhouse, Residential",2000,3,2,1759.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,190000.0
11355918,11584853,15205,2021/7/1,228354.1304,17.60869565,"Single Family Residence, Residential",1956,1,3,0.34,Acres,Natural Gas,Central Air,unknown,226000.0,15205,2021/7/1,279023.1304,24.04347826,"Single Family Residence, Residential",1900,3,3,0.25,Acres,"Forced Air, Natural Gas",Central Air,unknown,326000.0
11473895,11476286,15205,2021/7/1,160973.8182,16.31818182,"Single Family Residence, Residential",1965,2,3,5000.0,sqft,Natural Gas,Central Air,unknown,179000.0,15205,2021/7/1,139207.6522,23.04347826,"Single Family Residence, Residential",1958,2,2,5000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,134900.0
11480044,11584698,15205,2021/8/1,208509.9,24.1,"Single Family Residence, Residential",1960,3,5,9713.0,sqft,"Forced Air, Natural Gas","Window A/C, Central Air, Electric",unknown,216000.0,15205,2021/8/1,240730.7143,23.0,"Single Family Residence, Residential",1995,3,3,8999.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,274000.0
11401055,11468813,15205,2021/9/1,237437.2881,18.54237288,"Single Family Residence, Residential",1946,2,4,0.76,Acres,"Forced Air, Natural Gas",Window A/C,unknown,160000.0,15205,2021/9/1,276055.5556,15.11111111,"Single Family Residence, Residential",1960,3,3,10345.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,290000.0
11401055,11473661,15205,2021/9/1,237437.2881,18.54237288,"Single Family Residence, Residential",1946,2,4,0.76,Acres,"Forced Air, Natural Gas",Window A/C,unknown,160000.0,15205,2021/9/1,215135.5932,18.89830508,"Single Family Residence, Residential",1910,2,4,5000.0,sqft,Natural Gas,"Central Air, Electric",unknown,247500.0
11401055,11474088,15205,2021/9/1,237437.2881,18.54237288,"Single Family Residence, Residential",1946,2,4,0.76,Acres,"Forced Air, Natural Gas",Window A/C,unknown,160000.0,15205,2021/9/1,245232.2034,18.89830508,"Single Family Residence, Residential",1958,2,3,9291.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,245000.0
11401055,11474130,15205,2021/9/1,237437.2881,18.54237288,"Single Family Residence, Residential",1946,2,4,0.76,Acres,"Forced Air, Natural Gas",Window A/C,unknown,160000.0,15205,2021/9/1,252583.0508,12.38983051,"Single Family Residence, Residential",1961,2,3,8468.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,285000.0
11401055,11583269,15205,2021/9/1,237437.2881,18.54237288,"Single Family Residence, Residential",1946,2,4,0.76,Acres,"Forced Air, Natural Gas",Window A/C,unknown,160000.0,15205,2021/9/1,267250.6471,13.38235294,"Single Family Residence, Residential",1911,3,3,6000.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,269500.0
11401055,11583751,15205,2021/9/1,237437.2881,18.54237288,"Single Family Residence, Residential",1946,2,4,0.76,Acres,"Forced Air, Natural Gas",Window A/C,unknown,160000.0,15205,2021/9/1,242398.3051,14.40677966,"Single Family Residence, Residential",1937,2,3,8049.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,246000.0
11401055,11584708,15205,2021/9/1,237437.2881,18.54237288,"Single Family Residence, Residential",1946,2,4,0.76,Acres,"Forced Air, Natural Gas",Window A/C,unknown,160000.0,15205,2021/9/1,224940.0,17.5,"Single Family Residence, Residential",1920,2,3,0.28,Acres,"Forced Air, Natural Gas",Central Air,unknown,209900.0
11473661,11583562,15205,2021/9/1,215135.5932,18.89830508,"Single Family Residence, Residential",1910,2,4,5000.0,sqft,Natural Gas,"Central Air, Electric",unknown,247500.0,15205,2021/9/1,179294.9153,18.77966102,"Single Family Residence, Residential",1948,2,3,4861.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,179900.0
11474130,11584708,15205,2021/9/1,252583.0508,12.38983051,"Single Family Residence, Residential",1961,2,3,8468.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,285000.0,15205,2021/9/1,224940.0,17.5,"Single Family Residence, Residential",1920,2,3,0.28,Acres,"Forced Air, Natural Gas",Central Air,unknown,209900.0
11362755,11475850,15205,2022/1/1,151413.5593,38.42372881,"Single Family Residence, Residential",1920,2,3,5100.0,sqft,Natural Gas,Electric,unknown,169900.0,15205,2022/1/1,140179.5918,25.6122449,"Single Family Residence, Residential",1951,1,3,3750.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,129900.0
11364755,11583131,15205,2022/2/1,264717.8344,14.92993631,"Single Family Residence, Residential",1952,2,4,0.34,Acres,"Forced Air, Natural Gas",Central Air,unknown,260000.0,15205,2022/2/1,298181.9549,16.4962406,"Single Family Residence, Residential",1900,3,5,3889.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,339000.0
11475847,11476751,15205,2022/2/1,182528.5714,14.97278912,"Single Family Residence, Residential",1913,2,3,3650.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,205000.0,15205,2022/2/1,164155.9322,19.96610169,"Single Family Residence, Residential",1956,1,3,5410.0,sqft,Natural Gas,"Central Air, Electric",unknown,146000.0
11256734,11583122,15205,2022/3/1,185978.3217,10.68531469,"Townhouse, Residential",1984,3,3,827.64,sqft,"Forced Air, Natural Gas",Central Air,unknown,222500.0,15205,2022/3/1,218087.9699,26.61654135,"Single Family Residence, Residential",1905,3,4,3881.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,299350.0
11256914,11583122,15205,2022/3/1,177773.4266,26.40559441,"Townhouse, Residential",1987,3,2,0.47,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,211500.0,15205,2022/3/1,218087.9699,26.61654135,"Single Family Residence, Residential",1905,3,4,3881.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,299350.0
11356153,11583122,15205,2022/3/1,183407.6923,36.15384615,"Single Family Residence, Residential",1951,2,3,0.65,Acres,"Forced Air, Natural Gas",Central Air,unknown,232500.0,15205,2022/3/1,218087.9699,26.61654135,"Single Family Residence, Residential",1905,3,4,3881.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,299350.0
11473783,11583122,15205,2022/3/1,193650.3401,13.3537415,"Single Family Residence, Residential",1963,2,3,5500.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,199900.0,15205,2022/3/1,218087.9699,26.61654135,"Single Family Residence, Residential",1905,3,4,3881.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,299350.0
11583122,11583402,15205,2022/3/1,218087.9699,26.61654135,"Single Family Residence, Residential",1905,3,4,3881.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,299350.0,15205,2022/3/1,247382.7068,11.71428571,"Single Family Residence, Residential",1983,1,3,0.29,Acres,"Forced Air, Natural Gas",Electric,unknown,242000.0
11583122,11587955,15205,2022/3/1,218087.9699,26.61654135,"Single Family Residence, Residential",1905,3,4,3881.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,299350.0,15205,2022/3/1,183189.4737,14.92105263,"Single Family Residence, Residential",1955,2,3,4499.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,202500.0
11256616,11364913,15205,2022/4/1,573474.6818,12.22727273,"Single Family Residence, Residential",1966,4,5,0.42,Acres,Natural Gas,Central Air,unknown,615000.0,15205,2022/4/1,652702.6316,20.57894737,"Single Family Residence, Residential",2001,5,5,1.29,Acres,"Hot Water, Natural Gas",Wall Unit(s),unknown,785000.0
11256616,11364914,15205,2022/4/1,573474.6818,12.22727273,"Single Family Residence, Residential",1966,4,5,0.42,Acres,Natural Gas,Central Air,unknown,615000.0,15205,2022/4/1,502096.6102,15.18644068,"Single Family Residence, Residential",1971,3,4,1.82,Acres,"Forced Air, Electric","Central Air, Electric",unknown,500000.0
11320748,11473715,15205,2022/4/1,134297.5,37.9,"Single Family Residence, Residential",1950,2,2,0.35,Acres,"Forced Air, Oil",Central Air,unknown,200000.0,15205,2022/4/1,129882.0513,34.35897436,"Single Family Residence, Residential",1959,1,2,0.26,Acres,"Forced Air, Natural Gas",Central Air,unknown,110000.0
11356142,11473715,15205,2022/4/1,138600.0,32.91549296,"Single Family Residence, Residential",1958,2,2,5998.0,sqft,Forced Air,Electric,unknown,190000.0,15205,2022/4/1,129882.0513,34.35897436,"Single Family Residence, Residential",1959,1,2,0.26,Acres,"Forced Air, Natural Gas",Central Air,unknown,110000.0
11356142,11476050,15205,2022/4/1,138600.0,32.91549296,"Single Family Residence, Residential",1958,2,2,5998.0,sqft,Forced Air,Electric,unknown,190000.0,15205,2022/4/1,116790.0,27.4,"Single Family Residence, Residential",1950,1,2,0.26,Acres,"Forced Air, Natural Gas",Window A/C,unknown,114000.0
11473689,11476597,15205,2022/4/1,186484.6154,12.61538462,"Single Family Residence, Residential",1955,2,3,2500.0,sqft,Natural Gas,Central Air,unknown,184900.0,15205,2022/4/1,172547.5,31.275,"Single Family Residence, Residential",1930,2,4,5000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,226000.0
11473689,11588553,15205,2022/4/1,186484.6154,12.61538462,"Single Family Residence, Residential",1955,2,3,2500.0,sqft,Natural Gas,Central Air,unknown,184900.0,15205,2022/4/1,205500.0,14.61538462,"Single Family Residence, Residential",1920,1,3,3750.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,230000.0
11473715,11476597,15205,2022/4/1,129882.0513,34.35897436,"Single Family Residence, Residential",1959,1,2,0.26,Acres,"Forced Air, Natural Gas",Central Air,unknown,110000.0,15205,2022/4/1,172547.5,31.275,"Single Family Residence, Residential",1930,2,4,5000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,226000.0
11473715,11479912,15205,2022/4/1,129882.0513,34.35897436,"Single Family Residence, Residential",1959,1,2,0.26,Acres,"Forced Air, Natural Gas",Central Air,unknown,110000.0,15205,2022/4/1,152527.5,29.0,"Single Family Residence, Residential",1895,2,4,5776.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,180000.0
11476050,11479912,15205,2022/4/1,116790.0,27.4,"Single Family Residence, Residential",1950,1,2,0.26,Acres,"Forced Air, Natural Gas",Window A/C,unknown,114000.0,15205,2022/4/1,152527.5,29.0,"Single Family Residence, Residential",1895,2,4,5776.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,180000.0
11256584,11257765,15205,2022/5/1,370450.0,11.75,"Single Family Residence, Residential",1991,3,3,0.29,Acres,"Forced Air, Natural Gas",Central Air,unknown,375000.0,15205,2022/5/1,390840.0,22.9,"Single Family Residence, Residential",1952,3,4,0.39,Acres,"Forced Air, Natural Gas",Central Air,unknown,540000.0
11583586,11588007,15205,2022/5/1,176905.2632,38.21052632,"Single Family Residence, Residential",1915,3,4,2500.0,sqft,"Hot Water, Natural Gas",unknown,Open Parking,187500.0,15205,2022/5/1,218269.2308,24.46153846,"Single Family Residence, Residential",1924,2,5,4600.0,sqft,"Radiant, Natural Gas",unknown,Open Parking,239900.0
11355659,11583753,15205,2022/6/1,143528.7234,22.4787234,"Single Family Residence, Residential",1955,2,2,5000.0,sqft,Natural Gas,Central Air,unknown,155000.0,15205,2022/6/1,175384.6154,30.15384615,"Single Family Residence, Residential",1931,2,3,7710.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,289000.0
11362791,11582682,15205,2022/6/1,188284.6154,18.04395604,"Single Family Residence, Residential",1937,2,3,4957.0,sqft,Natural Gas,Central Air,unknown,251000.0,15205,2022/6/1,162747.3684,13.39097744,Townhouse,1970,2,3,1674.0,sqft,"Forced air, Gas",Central,unknown,145000.0
11476263,11583753,15205,2022/6/1,155569.2308,16.15384615,"Single Family Residence, Residential",1960,1,2,2748.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,165000.0,15205,2022/6/1,175384.6154,30.15384615,"Single Family Residence, Residential",1931,2,3,7710.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,289000.0
11582682,11583753,15205,2022/6/1,162747.3684,13.39097744,Townhouse,1970,2,3,1674.0,sqft,"Forced air, Gas",Central,unknown,145000.0,15205,2022/6/1,175384.6154,30.15384615,"Single Family Residence, Residential",1931,2,3,7710.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,289000.0
11583753,59835354,15205,2022/6/1,175384.6154,30.15384615,"Single Family Residence, Residential",1931,2,3,7710.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,289000.0,15205,2022/6/1,154025.0,22.75,"Single Family Residence, Residential",1980,2,3,2465.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,148000.0
11620305,11622418,15206,2019/1/1,299473.4,11.6,SingleFamily,1925,1,3,3855.0,sqft,"Radiant, Gas",Other,unknown,287000.0,15206,2019/1/1,272706.7,41.7,"Single Family Residence, Residential",1920,4,5,3741.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,227000.0
11286980,11622423,15206,2019/11/1,430270.6923,22.0,SingleFamily,1910,2,2,3598.0,sqft,Other,Central,unknown,390000.0,15206,2019/11/1,432586.0,41.0,SingleFamily,1895,3,4,5000.0,sqft,"Forced air, Gas",Central,unknown,570000.0
11622302,11622435,15206,2019/11/1,241571.0,19.0,SingleFamily,1920,2,2,1306.0,sqft,Other,Central,unknown,290000.0,15206,2019/11/1,237959.5385,29.46153846,SingleFamily,1900,2,3,2591.0,sqft,Other,Central,unknown,205600.0
11278161,11278325,15206,2019/7/1,189469.5882,11.41176471,SingleFamily,1950,1,3,2600.0,sqft,"Forced air, Gas",Central,unknown,185000.0,15206,2019/7/1,172640.0,38.0,SingleFamily,1949,2,2,1163.0,sqft,Other,Central,unknown,225000.0
11287029,11620362,15206,2019/8/1,423661.0,19.0,SingleFamily,1910,3,5,2879.0,sqft,Other,Central,unknown,560000.0,15206,2019/8/1,413947.7692,14.07692308,SingleFamily,1920,3,5,3628.0,sqft,"Other, Forced air, Gas, Stove",Wall,unknown,409000.0
11285644,11520408,15206,2020/1/1,155719.5455,17.36363636,"Single Family Residence, Residential",1991,3,4,1886.0,sqft,"Forced Air, Natural Gas",Electric,unknown,115000.0,15206,2020/1/1,141067.5,53.5,SingleFamily,1915,2,3,1594.0,sqft,"Forced air, Gas",Central,unknown,250000.0
11285644,11619670,15206,2020/1/1,155719.5455,17.36363636,"Single Family Residence, Residential",1991,3,4,1886.0,sqft,"Forced Air, Natural Gas",Electric,unknown,115000.0,15206,2020/1/1,173601.7568,21.59459459,SingleFamily,1944,2,4,3200.0,sqft,"Other, Forced air",Central,unknown,335000.0
