layer,feature,test_accuracy,test_auc,test_n_samples,val_accuracy,val_auc,train_accuracy,cv_mean,cv_std,accuracy_ci_lower,accuracy_ci_upper,p_value,is_significant,best_C,n_train,n_val,n_test
2,year_p1_newer,0.7602339181286549,0.8266062240584534,1026,0.7490272373540856,0.8199082277043296,0.9027855153203342,0.7373540856031129,0.0823535491354183,0.7331697803637842,0.7853566349657182,1.6040287591468818e-65,True,100.0,3590,514,1026
3,year_p1_newer,0.746588693957115,0.8170501711902984,1026,0.7645914396887159,0.8340678145775597,0.8788300835654597,0.7704280155642024,0.09513477215392717,0.7190875480575118,0.7722502162809306,1.0093594538404811e-58,True,10.0,3590,514,1026
4,year_p1_newer,0.7787524366471735,0.8449991392666553,1026,0.7821011673151751,0.8548755925067769,0.909192200557103,0.7684824902723736,0.09294960731846541,0.7523399398948342,0.8030853589225356,1.775217714917958e-75,True,100.0,3590,514,1026
5,year_p1_newer,0.7495126705653021,0.8033511218224595,1026,0.745136186770428,0.8245725622037465,0.8763231197771588,0.7412451361867705,0.08082455039128016,0.7221022125137934,0.7750616913227334,3.8411727302731876e-60,True,100.0,3590,514,1026
6,year_p1_newer,0.7563352826510721,0.8206652512384995,1026,0.7392996108949417,0.8198930837611498,0.8802228412256268,0.7354085603112841,0.0852097879309788,0.7291426681954448,0.7816155611366119,1.5604307900034777e-63,True,10.0,3590,514,1026
7,year_p1_newer,0.7826510721247564,0.8619842772709014,1026,0.7898832684824902,0.8618872381990823,0.8958217270194986,0.7762645914396887,0.09976496542411274,0.756384827702896,0.8068086571119195,1.1024713716940976e-77,True,10.0,3590,514,1026
8,year_p1_newer,0.8489278752436648,0.9210803159847745,1026,0.8618677042801557,0.9288840428270713,0.9727019498607242,0.8521400778210116,0.13276418481420976,0.8257155322129677,0.8695371145584252,8.894129095852825e-122,True,100.0,3590,514,1026
9,year_p1_newer,0.8450292397660819,0.9137353914423978,1026,0.8735408560311284,0.9315039449971985,0.9484679665738162,0.8735408560311284,0.13260054909605248,0.8216031928651519,0.8658812679087953,8.317059134193802e-119,True,10.0,3590,514,1026
10,year_p1_newer,0.8625730994152047,0.9298406686941719,1026,0.8754863813229572,0.9387276058940227,0.9841225626740947,0.8735408560311284,0.12985399617346668,0.8401492607581602,0.8822920370042926,1.3459150814560438e-132,True,100.0,3590,514,1026
11,year_p1_newer,0.9171539961013645,0.9633021556588436,1026,0.9260700389105059,0.9633819453909409,0.9991643454038998,0.914396887159533,0.13819165345646903,0.8986909332515576,0.9325049684751354,1.341338192730432e-183,True,100.0,3590,514,1026
12,year_p1_newer,0.9454191033138402,0.9825481532487902,1026,0.9513618677042801,0.9857646934108704,0.9941504178272981,0.9513618677042801,0.1403001939823716,0.9297846929717762,0.9577305572363984,1.894209199635401e-216,True,10.0,3590,514,1026
13,year_p1_newer,0.9580896686159844,0.9852489432107268,1026,0.9610894941634242,0.990277588478488,0.9972144846796658,0.9630350194552529,0.13777561226735574,0.9440237620885875,0.9687380926112857,2.972884938047432e-233,True,10.0,3590,514,1026
14,year_p1_newer,0.9522417153996101,0.9851380042462845,1026,0.9591439688715954,0.9871125043538836,0.9966573816155989,0.9610894941634242,0.14040806593917696,0.9374215029050151,0.9636880727986895,2.641285447569958e-225,True,10.0,3590,514,1026
15,year_p1_newer,0.9590643274853801,0.9904745509841051,1026,0.9610894941634242,0.9882937319219179,0.9986072423398329,0.9591439688715954,0.13063260281406938,0.9451299397981583,0.9695739614010763,1.2976905524833755e-234,True,10.0,3590,514,1026
16,year_p1_newer,0.9532163742690059,0.9843308276429295,1026,0.9610894941634242,0.9899747096148894,0.9994428969359331,0.9630350194552529,0.1365972598096508,0.9385179845542289,0.9645336376488371,1.3218527967281062e-226,True,10.0,3590,514,1026
17,year_p1_newer,0.9522417153996101,0.9872286299037891,1026,0.9610894941634242,0.9899595656717097,1.0,0.9669260700389105,0.13418327413610326,0.9374215029050151,0.9636880727986895,2.641285447569958e-225,True,100.0,3590,514,1026
18,year_p1_newer,0.9463937621832359,0.9819399016851246,1026,0.9610894941634242,0.9912619447851831,0.9991643454038998,0.9610894941634242,0.1337410085973317,0.9308717860046687,0.9585855107028673,1.0911796049144612e-217,True,10.0,3590,514,1026
19,year_p1_newer,0.9405458089668616,0.9799621277328284,1026,0.9649805447470817,0.9889752093650145,1.0,0.9630350194552529,0.12150839953507302,0.9243667627345693,0.9534382549767981,2.2682620548724938e-210,True,100.0,3590,514,1026
20,year_p1_newer,0.9454191033138402,0.981739063904669,1026,0.9688715953307393,0.9863250193085277,1.0,0.9552529182879378,0.12288507519317515,0.9297846929717762,0.9577305572363984,1.894209199635401e-216,True,100.0,3590,514,1026
21,year_p1_newer,0.9444444444444444,0.9805895067041563,1026,0.9552529182879378,0.9855375342631715,0.9986072423398329,0.9552529182879378,0.12189543597247193,0.9286988067805166,0.9568743969282965,3.2272077655240203e-215,True,10.0,3590,514,1026
22,year_p1_newer,0.9385964912280702,0.9791205217956811,1026,0.9610894941634242,0.9884906031832568,0.9988857938718663,0.9610894941634242,0.12134084913773936,0.9222072754236953,0.9517136492889494,5.414863591014926e-208,True,10.0,3590,514,1026
23,year_p1_newer,0.9522417153996101,0.9829727816988962,1026,0.9649805447470817,0.9896718307512911,1.0,0.9649805447470817,0.11153260964425869,0.9374215029050151,0.9636880727986895,2.641285447569958e-225,True,100.0,3590,514,1026
24,year_p1_newer,0.9434697855750487,0.9858227654405999,1026,0.9610894941634242,0.9900958611603289,0.9991643454038998,0.9669260700389105,0.1127197387767222,0.9276140981477058,0.9560170590617459,5.39791983404913e-214,True,10.0,3590,514,1026
25,year_p1_newer,0.9483430799220273,0.987031617604866,1026,0.953307392996109,0.987445671103842,0.9994428969359331,0.953307392996109,0.11009803470781104,0.9330497163233141,0.9602916733829449,3.4188289799198667e-220,True,10.0,3590,514,1026
26,year_p1_newer,0.9522417153996101,0.9862435684091736,1026,0.9591439688715954,0.9873850953311223,1.0,0.9571984435797666,0.10746667209662775,0.9374215029050151,0.9636880727986895,2.641285447569958e-225,True,10.0,3590,514,1026
27,year_p1_newer,0.9522417153996101,0.984759281574568,1026,0.9513618677042801,0.9832659427861826,0.9986072423398329,0.9513618677042801,0.10421835157374795,0.9374215029050151,0.9636880727986895,2.641285447569958e-225,True,10.0,3590,514,1026
0,price_p1_higher,0.5594541910331384,0.5759355175077729,1026,0.5933852140077821,0.6297593595050721,0.7406685236768802,0.5875486381322957,0.030797323292867204,0.5289108035390262,0.5895540329220212,7.789464664575834e-05,True,10.0,3590,514,1026
1,price_p1_higher,0.5428849902534113,0.5592744958499671,1026,0.603112840466926,0.6406920499173603,0.6760445682451254,0.603112840466926,0.034657300170914104,0.5122996741511879,0.573150371820715,0.0032887660579821567,True,1.0,3590,514,1026
2,price_p1_higher,0.543859649122807,0.5585247879316053,1026,0.5972762645914397,0.63482387905806,0.6894150417827298,0.5953307392996109,0.03267896978828663,0.5132758612004621,0.5741162312708025,0.0027174551462175556,True,1.0,3590,514,1026
3,price_p1_higher,0.5730994152046783,0.6018403997427398,1026,0.6128404669260701,0.6594338049098546,0.7785515320334262,0.6147859922178989,0.03519316096294461,0.5426161713878628,0.6030373160642446,1.5843749715846623e-06,True,10.0,3590,514,1026
4,price_p1_higher,0.5633528265107213,0.5893237025676545,1026,0.6108949416342413,0.6415715173846457,0.8292479108635098,0.6050583657587548,0.027774413068518373,0.5328242504885982,0.5934087719698949,2.7613760612187178e-05,True,100.0,3590,514,1026
5,price_p1_higher,0.5272904483430799,0.5573792951223318,1026,0.5914396887159533,0.6219654581570608,0.8008356545961003,0.5894941634241245,0.02500754796972612,0.496696541778669,0.5576807602034511,0.042957999941298425,True,10.0,3590,514,1026
6,price_p1_higher,0.5497076023391813,0.5661855089451191,1026,0.5953307392996109,0.6251800633823106,0.7888579387186629,0.5992217898832685,0.03148606940905287,0.5191354415625763,0.5799089299048567,0.0008011976217297401,True,10.0,3590,514,1026
7,price_p1_higher,0.5350877192982456,0.5481582682888773,1026,0.5719844357976653,0.5935343977922334,0.7036211699164345,0.5739299610894941,0.018884850555850877,0.5044943809921484,0.5654192929848633,0.013301571736631147,True,1.0,3590,514,1026
8,price_p1_higher,0.5662768031189084,0.5953746446498636,1026,0.585603112840467,0.6146871067036649,0.8323119777158774,0.5894941634241245,0.028482738334627455,0.5357605789705814,0.596298582985996,1.2192882657084686e-05,True,100.0,3590,514,1026
9,price_p1_higher,0.5214424951267057,0.5337920378735695,1026,0.5700389105058365,0.5811460370892659,0.6440111420612813,0.5680933852140078,0.019075961193362793,0.49085304074041347,0.5518719822455382,0.08971258246657406,False,0.1,3590,514,1026
10,price_p1_higher,0.5584795321637427,0.5821520042318539,1026,0.5797665369649806,0.6357033465253453,0.8256267409470752,0.585603112840467,0.031298511109375295,0.5279327372406241,0.5885900527210618,0.00010000431665505428,True,10.0,3590,514,1026
11,price_p1_higher,0.5935672514619883,0.6078380630896338,1026,0.6108949416342413,0.6380839739798936,0.8470752089136491,0.6206225680933852,0.03576216777940917,0.563218207354866,0.6232182565838315,1.1165164520506088e-09,True,100.0,3590,514,1026
12,price_p1_higher,0.5799220272904484,0.6134171078019097,1026,0.6342412451361867,0.6721405934889081,0.8328690807799443,0.6342412451361867,0.036811066008607986,0.5494776146143703,0.6097701983332673,1.7057501006261878e-07,True,10.0,3590,514,1026
13,price_p1_higher,0.5925925925925926,0.6122563924968317,1026,0.6303501945525292,0.6759162383053572,0.8445682451253482,0.6303501945525292,0.03504946593222221,0.5622359481882909,0.622258469251045,1.6403431240375651e-09,True,10.0,3590,514,1026
14,price_p1_higher,0.5925925925925926,0.6199970316133182,1026,0.6108949416342413,0.6518370255803726,0.7615598885793872,0.6108949416342413,0.025210634912354306,0.5622359481882909,0.622258469251045,1.6403431240375651e-09,True,1.0,3590,514,1026
15,price_p1_higher,0.5886939571150097,0.6242098573271581,1026,0.5894941634241245,0.6288798920377867,0.7626740947075209,0.5933852140077821,0.016177003480241807,0.5583081281064532,0.618418103335437,7.3472621442319385e-09,True,1.0,3590,514,1026
16,price_p1_higher,0.5721247563352827,0.6044168071576176,1026,0.5894941634241245,0.6082882227175544,0.6883008356545961,0.585603112840467,0.01165963333097612,0.5416364436580847,0.6020749972946613,2.1451005931354176e-06,True,0.1,3590,514,1026
17,price_p1_higher,0.5701754385964912,0.605101819468811,1026,0.6050583657587548,0.6165218577992084,0.6807799442896936,0.6070038910505836,0.021213264894677206,0.5396773459818457,0.6001500019721774,3.887178928665337e-06,True,0.1,3590,514,1026
18,price_p1_higher,0.5984405458089669,0.6167812793746598,1026,0.6303501945525292,0.6502903758965262,0.8933147632311977,0.6108949416342413,0.028800273275987883,0.568131334930928,0.6280153615045767,1.5373851982616552e-10,True,100.0,3590,514,1026
19,price_p1_higher,0.6072124756335283,0.6276463357549787,1026,0.6050583657587548,0.6431788199972707,0.8501392757660167,0.6147859922178989,0.02951425919863454,0.5769827037185705,0.6366424112111871,3.37365844695103e-12,True,10.0,3590,514,1026
20,price_p1_higher,0.5994152046783626,0.6267558197504273,1026,0.6089494163424124,0.6404949278988308,0.7788300835654596,0.6108949416342413,0.028366221335980768,0.5691143277888732,0.628974415145993,1.0218917391701756e-10,True,1.0,3590,514,1026
21,price_p1_higher,0.5994152046783626,0.6196697479535257,1026,0.603112840466926,0.6396457868959349,0.7807799442896936,0.6050583657587548,0.02695798922286189,0.5691143277888732,0.628974415145993,1.0218917391701756e-10,True,1.0,3590,514,1026
22,price_p1_higher,0.6033138401559455,0.6236161799907903,1026,0.6245136186770428,0.6452258563435382,0.7846796657381616,0.6264591439688716,0.03333516273298566,0.5730475285888504,0.6328094003434616,1.9169939221765336e-11,True,1.0,3590,514,1026
23,price_p1_higher,0.5994152046783626,0.625423851367551,1026,0.6206225680933852,0.6527619827442417,0.7944289693593315,0.6206225680933852,0.027651109734536765,0.5691143277888732,0.628974415145993,1.0218917391701756e-10,True,1.0,3590,514,1026
24,price_p1_higher,0.6003898635477583,0.6302379656656607,1026,0.6517509727626459,0.6649683846608743,0.7952646239554317,0.6498054474708171,0.03260649828787688,0.5700974434338106,0.6299333460004168,6.765530316161575e-11,True,1.0,3590,514,1026
25,price_p1_higher,0.5974658869395711,0.6250166496047859,1026,0.6303501945525292,0.6677432561524814,0.8846796657381616,0.6400778210116731,0.029732537967179368,0.5671484647127775,0.6270561852233657,2.3037604618989388e-10,True,10.0,3590,514,1026
26,price_p1_higher,0.5955165692007798,0.6322739744794859,1026,0.6167315175097277,0.6529136150661876,0.807799442896936,0.6206225680933852,0.019694273202412734,0.5651830916157597,0.6251374653216607,5.111934104865686e-10,True,1.0,3590,514,1026
27,price_p1_higher,0.6042884990253411,0.6298041245352383,1026,0.603112840466926,0.6554155483782922,0.8824512534818941,0.6147859922178989,0.019511914894073144,0.5740311368888645,0.6337678385428086,1.2490970514355881e-11,True,10.0,3590,514,1026
