layer,feature,test_accuracy,test_auc,test_n_samples,val_accuracy,val_auc,train_accuracy,cv_mean,cv_std,accuracy_ci_lower,accuracy_ci_upper,p_value,is_significant,best_C,n_train,n_val,n_test
5,lot_p1_larger,0.6198830409356725,0.6832291286357552,1026,0.6361867704280155,0.6952783179387457,0.7729805013927576,0.6245136186770428,0.03166421690203295,0.5897857841147277,0.6490859353067283,7.63408999170073e-15,True,10.0,3590,514,1026
6,lot_p1_larger,0.5877192982456141,0.6416613423390531,1026,0.6186770428015564,0.6722927807486633,0.7008356545961003,0.6186770428015564,0.029285379870131214,0.5573264765685897,0.6174577083739394,1.0584291128851819e-08,True,1.0,3590,514,1026
7,lot_p1_larger,0.6325536062378168,0.6833584337349398,1026,0.6498054474708171,0.6970405930967428,0.771309192200557,0.6498054474708171,0.036708097790103505,0.6026102135970591,0.6615081103160957,8.677506036213044e-18,True,10.0,3590,514,1026
8,lot_p1_larger,0.6267056530214425,0.6893673177558719,1026,0.6342412451361867,0.699349781234808,0.7835654596100279,0.6400778210116731,0.03583412540154446,0.596688566592309,0.6557774783246775,2.1616902209813315e-16,True,10.0,3590,514,1026
9,lot_p1_larger,0.6432748538011696,0.6892304064743824,1026,0.6439688715953308,0.6942148760330579,0.786908077994429,0.632295719844358,0.037769701111701796,0.6134786538290733,0.6720021815770572,1.6211478136679718e-20,True,10.0,3590,514,1026
10,lot_p1_larger,0.6393762183235867,0.7062948764755994,1026,0.6536964980544747,0.7029350996596986,0.7988857938718663,0.6498054474708171,0.04609430776632132,0.6095246704773684,0.6681879789313164,1.68812605634285e-19,True,10.0,3590,514,1026
11,lot_p1_larger,0.6510721247563352,0.7152169283193379,1026,0.6673151750972762,0.7276221438988819,0.8311977715877438,0.6556420233463035,0.04352742981724989,0.6213929431442344,0.6796242642567876,1.2215642627200325e-22,True,100.0,3590,514,1026
12,lot_p1_larger,0.6325536062378168,0.6946422051843739,1026,0.6789883268482491,0.7518078512396694,0.8635097493036211,0.6712062256809338,0.04991408924745486,0.6026102135970591,0.6615081103160957,8.677506036213044e-18,True,100.0,3590,514,1026
13,lot_p1_larger,0.645224171539961,0.7019365340148472,1026,0.6906614785992218,0.7457006562955761,0.815041782729805,0.6926070038910506,0.06613514284815544,0.6154564329216443,0.6739084954832091,4.8988459099661726e-21,True,10.0,3590,514,1026
14,lot_p1_larger,0.7105263157894737,0.7802954241207254,1026,0.6964980544747081,0.7761302868254739,0.8643454038997215,0.7023346303501945,0.0639603254926466,0.6820313102668706,0.7374507335951989,8.08853924444043e-43,True,10.0,3590,514,1026
15,lot_p1_larger,0.7612085769980507,0.8312302239260071,1026,0.7587548638132295,0.8258841759844433,0.9289693593314763,0.7315175097276264,0.0794151466399047,0.7341770197593359,0.7862914420695281,5.040081889102246e-66,True,100.0,3590,514,1026
16,lot_p1_larger,0.8001949317738791,0.8758537939637336,1026,0.8287937743190662,0.8975373723869714,0.9682451253481894,0.8210116731517509,0.09987082469920402,0.7746284678100681,0.8235218539932532,4.099111022662652e-88,True,100.0,3590,514,1026
17,lot_p1_larger,0.8304093567251462,0.904420713155653,1026,0.8501945525291829,0.9007808701993195,0.9832869080779945,0.8346303501945526,0.10270211618588408,0.8062240135802992,0.8521297497032263,4.073521056375678e-108,True,100.0,3590,514,1026
18,lot_p1_larger,0.8645224171539961,0.9187298436168917,1026,0.867704280155642,0.9250957097715119,0.9877437325905293,0.8754863813229572,0.1070417140243381,0.842216663949845,0.8841087268113308,3.370269094312482e-134,True,100.0,3590,514,1026
19,lot_p1_larger,0.8859649122807017,0.9414342977972495,1026,0.8949416342412452,0.9444731404958678,0.9974930362116992,0.8988326848249028,0.11060871656423642,0.8650589941607758,0.9039914195863514,8.328626513549892e-153,True,100.0,3590,514,1026
20,lot_p1_larger,0.8723196881091618,0.9238088718510405,1026,0.9027237354085603,0.951362724842003,0.9941504178272981,0.8871595330739299,0.10689034182776365,0.850500875209284,0.8913608875467833,9.472205894767542e-141,True,100.0,3590,514,1026
21,lot_p1_larger,0.8606237816764133,0.9222400967506388,1026,0.896887159533074,0.9446326567817209,0.9963788300835654,0.896887159533074,0.1087059536552451,0.8380832651588351,0.880473939604895,5.201659653151781e-131,True,100.0,3590,514,1026
22,lot_p1_larger,0.8713450292397661,0.9207359741998296,1026,0.8871595330739299,0.9279897909577054,0.9949860724233983,0.8871595330739299,0.10273538251648316,0.8494640354067747,0.890455680849931,6.432067617909557e-140,True,100.0,3590,514,1026
23,lot_p1_larger,0.8879142300194932,0.927282995618839,1026,0.8949416342412452,0.9265313563441906,0.996100278551532,0.8988326848249028,0.11534201471429864,0.8671455721157898,0.9057889346300604,1.3596540322514393e-154,True,100.0,3590,514,1026
24,lot_p1_larger,0.8762183235867447,0.9187906930753316,1026,0.8891050583657587,0.939907936315022,0.9949860724233983,0.8871595330739299,0.11513581857309596,0.8546521333390228,0.8949778154144902,4.0808579044751527e-144,True,100.0,3590,514,1026
25,lot_p1_larger,0.8859649122807017,0.9280569246683703,1026,0.896887159533074,0.9346211108410306,0.9941504178272981,0.8910505836575876,0.11895843826509055,0.8650589941607758,0.9039914195863514,8.328626513549892e-153,True,100.0,3590,514,1026
26,lot_p1_larger,0.8693957115009746,0.9163472070098575,1026,0.8599221789883269,0.899109747204667,0.9899721448467966,0.8696498054474708,0.11202502143548215,0.8473914992740126,0.8886441239839702,2.8899555549754714e-138,True,100.0,3590,514,1026
27,lot_p1_larger,0.8615984405458089,0.9120192892783254,1026,0.877431906614786,0.9202266650461838,0.9944289693593314,0.8715953307392996,0.11854762492622414,0.8391160885639677,0.8813831626991238,8.401326422604545e-132,True,100.0,3590,514,1026
28,lot_p1_larger,0.8615984405458089,0.9083873372276986,1026,0.8813229571984436,0.9236828512396694,0.9947075208913649,0.8754863813229572,0.113661625206005,0.8391160885639677,0.8813831626991238,8.401326422604545e-132,True,100.0,3590,514,1026
29,lot_p1_larger,0.8499025341130604,0.8894194201046611,1026,0.8852140077821011,0.9367479946524064,0.9949860724233983,0.8754863813229572,0.11473102071327691,0.8267443933952735,0.8704502998754807,1.578369465238014e-122,True,100.0,3590,514,1026
30,lot_p1_larger,0.8489278752436648,0.8878183187294634,1026,0.8793774319066148,0.9312256927564414,0.9947075208913649,0.8754863813229572,0.11794120285002084,0.8257155322129677,0.8695371145584252,8.894129095852825e-122,True,100.0,3590,514,1026
31,lot_p1_larger,0.8450292397660819,0.8833097541681879,1026,0.8793774319066148,0.9184795819154108,0.9922005571030641,0.8754863813229572,0.1146673124445084,0.8216031928651519,0.8658812679087953,8.317059134193802e-119,True,100.0,3590,514,1026
32,lot_p1_larger,0.8528265107212476,0.8932377236217598,1026,0.8657587548638133,0.9100328147788042,0.9938718662952646,0.8599221789883269,0.11349082822278465,0.8298328798879309,0.8731879528809077,8.425919532461104e-125,True,100.0,3590,514,1026
33,lot_p1_larger,0.8460038986354775,0.8898643817695022,1026,0.8482490272373541,0.8930405323286339,0.9955431754874652,0.8404669260700389,0.11130943992978756,0.8226308167226265,0.8667956905506818,1.5209886424714585e-119,True,100.0,3590,514,1026
34,lot_p1_larger,0.8313840155945419,0.8874703358890106,1026,0.8501945525291829,0.9157070369470102,0.9654596100278552,0.8501945525291829,0.11223505915841213,0.8072473132385091,0.853048496544378,8.294766688451798e-109,True,10.0,3590,514,1026
35,lot_p1_larger,0.8508771929824561,0.9005662802726055,1026,0.8696498054474708,0.9060373116188625,0.9935933147632312,0.8540856031128404,0.11375039374582312,0.8277735700403508,0.8713631697297648,2.7797641163125036e-123,True,100.0,3590,514,1026
0,year_p1_newer,0.5701754385964912,0.5784931428243529,1026,0.5622568093385214,0.5855405630518074,0.7311977715877437,0.5700389105058365,0.018126361685309567,0.5396773459818457,0.6001500019721774,3.887178928665337e-06,True,100.0,3590,514,1026
1,year_p1_newer,0.5682261208576999,0.5901474723130774,1026,0.566147859922179,0.599821301470477,0.7194986072423398,0.5778210116731517,0.02032481704826821,0.5377187246801994,0.5982245302751009,6.937146111504673e-06,True,10.0,3590,514,1026
2,year_p1_newer,0.5614035087719298,0.5720892867389682,1026,0.5797665369649806,0.592945951266791,0.6559888579387186,0.5817120622568094,0.024849384212640612,0.530867290493005,0.5914816389667652,4.6729356877257664e-05,True,1.0,3590,514,1026
3,year_p1_newer,0.5896686159844055,0.614529178860389,1026,0.6147859922178989,0.6380446140566081,0.8122562674094708,0.5875486381322957,0.02739132565751347,0.5592899009063181,0.6193783770349337,5.080269991095943e-09,True,100.0,3590,514,1026
4,year_p1_newer,0.6072124756335283,0.6565520934947687,1026,0.6206225680933852,0.6708009631547863,0.7977715877437326,0.6089494163424124,0.03389813801739102,0.5769827037185705,0.6366424112111871,3.37365844695103e-12,True,100.0,3590,514,1026
5,year_p1_newer,0.5877192982456141,0.6254624050802395,1026,0.6089494163424124,0.6572168461223934,0.7562674094707521,0.6089494163424124,0.036003900839300634,0.5573264765685897,0.6174577083739394,1.0584291128851819e-08,True,10.0,3590,514,1026
6,year_p1_newer,0.6111111111111112,0.645374036456839,1026,0.6459143968871596,0.680947405085336,0.805849582172702,0.6264591439688716,0.03781977512794637,0.5809198633389303,0.640473437588273,5.568186062737439e-13,True,100.0,3590,514,1026
7,year_p1_newer,0.6042884990253411,0.6376962950211358,1026,0.622568093385214,0.685021125800736,0.7696378830083566,0.6245136186770428,0.040989631888613445,0.5740311368888645,0.6337678385428086,1.2490970514355881e-11,True,10.0,3590,514,1026
8,year_p1_newer,0.6159844054580896,0.6765459727243166,1026,0.642023346303502,0.7146881104902094,0.8481894150417827,0.6400778210116731,0.0462173172570605,0.5858441197934399,0.6452594136305705,5.349795256749704e-14,True,100.0,3590,514,1026
9,year_p1_newer,0.6325536062378168,0.6836977104493027,1026,0.6498054474708171,0.7153847318764861,0.7947075208913649,0.6653696498054474,0.05853843889181195,0.6026102135970591,0.6615081103160957,8.677506036213044e-18,True,10.0,3590,514,1026
10,year_p1_newer,0.6988304093567251,0.7455041028289436,1026,0.7490272373540856,0.7802916723456453,0.8713091922005571,0.7062256809338522,0.07717795270081554,0.6700598170240644,0.7261176688456679,2.837247197727092e-38,True,100.0,3590,514,1026
11,year_p1_newer,0.6832358674463938,0.7368068705648323,1026,0.7062256809338522,0.7654354640861386,0.8192200557103064,0.7042801556420234,0.07587548638132294,0.6541312071861755,0.7109735346937739,1.1644478722515724e-32,True,10.0,3590,514,1026
12,year_p1_newer,0.723196881091618,0.7981274267898472,1026,0.7237354085603113,0.8071721714900124,0.8944289693593315,0.7431906614785992,0.08927832107964088,0.6950256061891533,0.7497030421646147,4.478883375718586e-48,True,100.0,3590,514,1026
13,year_p1_newer,0.7270955165692008,0.7927086321990781,1026,0.7412451361867705,0.8130934532733634,0.9072423398328691,0.7354085603112841,0.0863052406401245,0.6990292775877134,0.7534675567635005,9.175768064996014e-50,True,100.0,3590,514,1026
14,year_p1_newer,0.7729044834307992,0.843954782808286,1026,0.7821011673151751,0.8735329305044448,0.9420612813370474,0.77431906614786,0.09536657699194026,0.7462786363302337,0.7974943834909672,3.0640690045457527e-72,True,100.0,3590,514,1026
15,year_p1_newer,0.817738791423002,0.8815382261242135,1026,0.8249027237354085,0.905062620205049,0.9615598885793872,0.8151750972762646,0.10516439542298818,0.7929452472358829,0.8401619115559442,2.1250368281009145e-99,True,100.0,3590,514,1026
16,year_p1_newer,0.847953216374269,0.9205523995332913,1026,0.8638132295719845,0.9328366119970318,0.9537604456824512,0.8618677042801557,0.11886515606553169,0.8246869840017927,0.8686236162702388,4.974045370011218e-121,True,10.0,3590,514,1026
17,year_p1_newer,0.8732943469785575,0.9330158183661368,1026,0.857976653696498,0.9386518861781231,0.9584958217270195,0.857976653696498,0.11883463557208115,0.8515381010897354,0.8922657081656933,1.3828225679177606e-141,True,10.0,3590,514,1026
18,year_p1_newer,0.8957115009746589,0.9547330770260707,1026,0.9027237354085603,0.9462617176260355,0.9933147632311977,0.8929961089494164,0.12495572788474307,0.8755105718997576,0.9129603068409842,6.498428497142905e-162,True,100.0,3590,514,1026
19,year_p1_newer,0.9346978557504874,0.967508272603814,1026,0.9416342412451362,0.9806611845592356,0.9997214484679666,0.9396887159533074,0.12921154144241304,0.9179004339036763,0.9482523048115228,2.527760062861286e-203,True,100.0,3590,514,1026
20,year_p1_newer,0.9200779727095516,0.958263996480557,1026,0.9280155642023347,0.9649039116805234,0.9994428969359331,0.9280155642023347,0.12159662774924349,0.9018752238036426,0.9351468174211347,9.443516740658202e-187,True,100.0,3590,514,1026
21,year_p1_newer,0.935672514619883,0.9703563436047513,1026,0.9396887159533074,0.9746490391168053,0.9891364902506964,0.9396887159533074,0.11961816670679806,0.9189756812028873,0.9491191040116729,1.7620603805472136e-204,True,10.0,3590,514,1026
22,year_p1_newer,0.9385964912280702,0.9665710296283544,1026,0.9474708171206225,0.9668044765496041,0.9988857938718663,0.9396887159533074,0.1249569900149423,0.9222072754236953,0.9517136492889494,5.414863591014926e-208,True,100.0,3590,514,1026
23,year_p1_newer,0.9473684210526315,0.9690939346990303,1026,0.9610894941634242,0.9717111141398997,1.0,0.9708171206225681,0.13203319493098137,0.931960116464833,0.9594392267420644,6.167281405918061e-219,True,100.0,3590,514,1026
24,year_p1_newer,0.9395711500974658,0.9681624299458695,1026,0.9630350194552529,0.9782835854799873,0.9997214484679666,0.9630350194552529,0.14193448173072723,0.9232864949861856,0.9525764762258202,3.5345905788013307e-209,True,100.0,3590,514,1026
25,year_p1_newer,0.9239766081871345,0.9596717736845125,1026,0.9377431906614786,0.9752699407871822,0.9885793871866295,0.9396887159533074,0.13858216993346498,0.9061310158561878,0.9386592113660351,4.914723759436143e-191,True,10.0,3590,514,1026
26,year_p1_newer,0.9025341130604289,0.938882194296207,1026,0.9377431906614786,0.957294080232611,0.9983286908077994,0.9396887159533074,0.1423989253615548,0.882856199377229,0.9192090048590427,1.4823803643959485e-168,True,100.0,3590,514,1026
27,year_p1_newer,0.9142300194931774,0.9520743673609915,1026,0.9241245136186771,0.9558856935168779,0.9857938718662953,0.9241245136186771,0.13969336743354752,0.8955127755734591,0.9298569866551498,1.6985722703154605e-180,True,10.0,3590,514,1026
28,year_p1_newer,0.9074074074074074,0.9483961668675045,1026,0.9280155642023347,0.9516529613980889,0.9877437325905293,0.9260700389105059,0.141135535042266,0.8881193943186242,0.9236560424144548,1.9226909923997257e-173,True,10.0,3590,514,1026
29,year_p1_newer,0.898635477582846,0.9384919951798932,1026,0.9241245136186771,0.9444141565580845,0.9863509749303622,0.9241245136186771,0.14469188114326437,0.8786555605028117,0.9156414577360141,9.865814900715741e-165,True,10.0,3590,514,1026
30,year_p1_newer,0.898635477582846,0.9381802184349954,1026,0.9202334630350194,0.9460118425635667,0.9860724233983287,0.9221789883268483,0.14324698369752495,0.8786555605028117,0.9156414577360141,9.865814900715741e-165,True,10.0,3590,514,1026
31,year_p1_newer,0.9044834307992202,0.9434670339128937,1026,0.9124513618677043,0.9498886920176276,0.9988857938718663,0.9163424124513618,0.1385229795350557,0.8849597801090652,0.9209895171259292,1.7014132365440788e-170,True,100.0,3590,514,1026
32,year_p1_newer,0.8996101364522417,0.9349706394292381,1026,0.9182879377431906,0.9512289309890509,0.9991643454038998,0.914396887159533,0.13876413587673284,0.8797049225071957,0.9165341422309917,1.1101374941595485e-165,True,100.0,3590,514,1026
33,year_p1_newer,0.8869395711500975,0.9284042003787227,1026,0.9163424124513618,0.9472990777338604,0.9988857938718663,0.9260700389105059,0.14534873783899036,0.8661020574865428,0.904890402759946,1.0693065423761106e-153,True,100.0,3590,514,1026
34,year_p1_newer,0.8859649122807017,0.9240967081731414,1026,0.9202334630350194,0.9420289855072463,0.9991643454038998,0.9202334630350194,0.1439108008519378,0.8650589941607758,0.9039914195863514,8.328626513549892e-153,True,100.0,3590,514,1026
35,year_p1_newer,0.8888888888888888,0.9302997264780706,1026,0.9202334630350194,0.9494040858358699,0.9813370473537605,0.9163424124513618,0.14557244843788267,0.8681895431473888,0.9066870100978227,1.7120647855758156e-155,True,10.0,3590,514,1026
0,price_p1_higher,0.5155945419103314,0.5055543081565939,1026,0.5272373540856031,0.5353985655582343,0.6314763231197772,0.5272373540856031,0.006901360782682501,0.4850137130764571,0.5460590309133257,0.16657206777424757,False,1.0,3590,514,1026
1,price_p1_higher,0.5341130604288499,0.5350973668887883,1026,0.5700389105058365,0.5687273499219094,0.7481894150417827,0.5642023346303502,0.01606940556856531,0.5035192439517584,0.5644523835258917,0.015589324092692388,True,100.0,3590,514,1026
2,price_p1_higher,0.5058479532163743,0.5068482202999594,1026,0.5622568093385214,0.5741102973509833,0.7635097493036211,0.5525291828793775,0.015914904269530534,0.4752907605561007,0.536361518440068,0.3656524824594068,False,100.0,3590,514,1026
3,price_p1_higher,0.5146198830409356,0.5088766178658821,1026,0.5700389105058365,0.5780224112571836,0.7292479108635097,0.5642023346303502,0.019798103141989303,0.4840408971389909,0.5450898003514306,0.18263922276627675,False,10.0,3590,514,1026
4,price_p1_higher,0.5155945419103314,0.5066198828628947,1026,0.566147859922179,0.5683634323492396,0.6693593314763231,0.5700389105058365,0.027546345052720377,0.4850137130764571,0.5460590309133257,0.16657206777424757,False,1.0,3590,514,1026
5,price_p1_higher,0.5272904483430799,0.5298912733237178,1026,0.6050583657587548,0.5946488953585347,0.8091922005571031,0.5894941634241245,0.033005511491823715,0.496696541778669,0.5576807602034511,0.042957999941298425,True,100.0,3590,514,1026
6,price_p1_higher,0.5448343079922028,0.5406611891052597,1026,0.6070038910505836,0.6029204385206751,0.8066852367688022,0.6167315175097277,0.043291277311344654,0.5142521651966521,0.5750819737739739,0.00223726730102477,True,100.0,3590,514,1026
7,price_p1_higher,0.5350877192982456,0.5341535721489217,1026,0.5894941634241245,0.6073026126249071,0.8083565459610028,0.5933852140077821,0.03207987083276691,0.5044943809921484,0.5654192929848633,0.013301571736631147,True,100.0,3590,514,1026
8,price_p1_higher,0.5263157894736842,0.5425221392173354,1026,0.5894941634241245,0.5923516656810566,0.8022284122562674,0.5778210116731517,0.025007547969726124,0.4957223348400109,0.5567129206427476,0.048975581100922094,True,100.0,3590,514,1026
9,price_p1_higher,0.5116959064327485,0.5224132222598556,1026,0.5525291828793775,0.5605998574656174,0.6676880222841226,0.5622568093385214,0.022314721834092433,0.48112314376712306,0.5421814142252142,0.2363722344093144,False,1.0,3590,514,1026
10,price_p1_higher,0.5419103313840156,0.547020386727506,1026,0.5680933852140078,0.5800087946746728,0.752924791086351,0.5642023346303502,0.02046658085351428,0.5113236039892951,0.5721843954832465,0.003965830266179701,True,10.0,3590,514,1026
11,price_p1_higher,0.543859649122807,0.5467273536832731,1026,0.546692607003891,0.5642693596567043,0.7518105849582173,0.5505836575875487,0.0135567736448553,0.5132758612004621,0.5741162312708025,0.0027174551462175556,True,10.0,3590,514,1026
12,price_p1_higher,0.5448343079922028,0.5569378427440071,1026,0.5486381322957199,0.5835418277760087,0.8050139275766016,0.5875486381322957,0.02754634505272038,0.5142521651966521,0.5750819737739739,0.00223726730102477,True,100.0,3590,514,1026
13,price_p1_higher,0.5555555555555556,0.5708740376528434,1026,0.5836575875486382,0.6106536869399081,0.8225626740947075,0.5972762645914397,0.03457833329900982,0.5249992460770853,0.5856974043865165,0.00020691728800003835,True,100.0,3590,514,1026
14,price_p1_higher,0.5565302144249513,0.5686477476414646,1026,0.5972762645914397,0.6167493062821271,0.794150417827298,0.5933852140077821,0.03515280610517271,0.5259769585897291,0.586661738373234,0.0001629897434839201,True,10.0,3590,514,1026
15,price_p1_higher,0.5769980506822612,0.5841061921307307,1026,0.585603112840467,0.6249298700511,0.843175487465181,0.6070038910505836,0.03844976897935475,0.5465362773427642,0.6068853961067888,4.5373531943662177e-07,True,100.0,3590,514,1026
16,price_p1_higher,0.5516569200779727,0.567753426012962,1026,0.6011673151750972,0.6179168751611094,0.7395543175487466,0.6070038910505836,0.035318414537458105,0.5210895729774071,0.5818388914887488,0.0005178319590296703,True,1.0,3590,514,1026
17,price_p1_higher,0.564327485380117,0.5726626809098486,1026,0.6089494163424124,0.6196151571669016,0.8674094707520892,0.5953307392996109,0.024634785879666103,0.533802908094522,0.5943721608633327,2.110724581052122e-05,True,100.0,3590,514,1026
18,price_p1_higher,0.557504873294347,0.5778763857228212,1026,0.6128404669260701,0.6483039924790368,0.83008356545961,0.6167315175097277,0.031579430827925005,0.5269547889511249,0.5876259545111996,0.00012790925259189464,True,10.0,3590,514,1026
19,price_p1_higher,0.5730994152046783,0.5995836647397524,1026,0.6400778210116731,0.6688956617992691,0.7027855153203343,0.6400778210116731,0.023384552181715673,0.5426161713878628,0.6030373160642446,1.5843749715846623e-06,True,0.1,3590,514,1026
20,price_p1_higher,0.5692007797270955,0.585080431862206,1026,0.632295719844358,0.6370983638872463,0.8532033426183844,0.6400778210116731,0.024950724517782918,0.5386979758336757,0.599187325620986,5.202792815712781e-06,True,10.0,3590,514,1026
21,price_p1_higher,0.5662768031189084,0.5903854716500043,1026,0.6284046692607004,0.6628910218502175,0.7796657381615599,0.6284046692607004,0.01988553580604665,0.5357605789705814,0.596298582985996,1.2192882657084686e-05,True,1.0,3590,514,1026
22,price_p1_higher,0.5672514619883041,0.5864504564845929,1026,0.6050583657587548,0.6578719919938134,0.7114206128133704,0.603112840466926,0.015792212272225558,0.5367395924243539,0.5972616160315851,9.214461362510638e-06,True,0.1,3590,514,1026
23,price_p1_higher,0.5818713450292398,0.6059656961057049,1026,0.6206225680933852,0.6687591927095179,0.7122562674094708,0.6206225680933852,0.026590822741337124,0.5514391067589923,0.611692799187368,8.714547039720117e-08,True,0.1,3590,514,1026
24,price_p1_higher,0.5818713450292398,0.5956790945659496,1026,0.6108949416342413,0.6613140457019818,0.7016713091922006,0.6108949416342413,0.026732788694475956,0.5514391067589923,0.611692799187368,8.714547039720117e-08,True,0.1,3590,514,1026
25,price_p1_higher,0.571150097465887,0.5949712485110497,1026,0.6186770428015564,0.648440461568788,0.7718662952646239,0.6186770428015564,0.02469659406527837,0.5406568352232846,0.6011125592301001,2.8931595473406106e-06,True,1.0,3590,514,1026
26,price_p1_higher,0.5760233918128655,0.594990276630805,1026,0.6206225680933852,0.6559159350407133,0.7729805013927576,0.6206225680933852,0.02708444820721348,0.5455560713862161,0.6059235555639758,6.23843360997635e-07,True,1.0,3590,514,1026
27,price_p1_higher,0.5682261208576999,0.5965734161944521,1026,0.6108949416342413,0.6512608227569789,0.7699164345403899,0.6108949416342413,0.02722963265268096,0.5377187246801994,0.5982245302751009,6.937146111504673e-06,True,1.0,3590,514,1026
28,price_p1_higher,0.5662768031189084,0.5803538469149709,1026,0.6167315175097277,0.6571441568484737,0.7005571030640668,0.6167315175097277,0.03134382872527774,0.5357605789705814,0.596298582985996,1.2192882657084686e-05,True,0.1,3590,514,1026
29,price_p1_higher,0.5692007797270955,0.5782988099813905,1026,0.6245136186770428,0.6664240549515534,0.7066852367688022,0.6245136186770428,0.032717555616689646,0.5386979758336757,0.599187325620986,5.202792815712781e-06,True,0.1,3590,514,1026
30,price_p1_higher,0.5828460038986355,0.6002572601790926,1026,0.6147859922178989,0.6598735386434973,0.8479108635097493,0.6206225680933852,0.03215352933152814,0.5524200333672414,0.6126539190784804,6.19268805538046e-08,True,10.0,3590,514,1026
31,price_p1_higher,0.5789473684210527,0.5985218956574025,1026,0.6361867704280155,0.6640282642648107,0.7749303621169916,0.6361867704280155,0.03228243440895885,0.5484970488451641,0.6088087176031118,2.3726012166994891e-07,True,1.0,3590,514,1026
32,price_p1_higher,0.5633528265107213,0.5884407978110051,1026,0.6147859922178989,0.6534594914251922,0.771309192200557,0.6167315175097277,0.03017655439896883,0.5328242504885982,0.5934087719698949,2.7613760612187178e-05,True,1.0,3590,514,1026
33,price_p1_higher,0.5662768031189084,0.5853163805471726,1026,0.6264591439688716,0.6613898618629547,0.703899721448468,0.6245136186770428,0.029938692141082027,0.5357605789705814,0.596298582985996,1.2192882657084686e-05,True,0.1,3590,514,1026
34,price_p1_higher,0.5857699805068226,0.6040210222667057,1026,0.632295719844358,0.6555368542358491,0.7665738161559889,0.632295719844358,0.036161251107084666,0.5553635367662908,0.6155365551775152,2.170876697027378e-08,True,1.0,3590,514,1026
35,price_p1_higher,0.5672514619883041,0.5962404240987331,1026,0.6186770428015564,0.6321096604952311,0.8506963788300835,0.622568093385214,0.03221233486002817,0.5367395924243539,0.5972616160315851,9.214461362510638e-06,True,10.0,3590,514,1026
