zpid_1,zpid_2,zipcode_1,year_month.y_1,zestimate_linear_1,interval_range_linear_1,type_1,yearBuilt_1,bathrooms_1,bedrooms_1,lot_1,lotUnit_1,heating_1,cooling_1,parkingType_1,price.y_1,zipcode_2,year_month.y_2,zestimate_linear_2,interval_range_linear_2,type_2,yearBuilt_2,bathrooms_2,bedrooms_2,lot_2,lotUnit_2,heating_2,cooling_2,parkingType_2,price.y_2,pred_choice,true_choice,correct,price_diff_pct,difficulty,bedrooms_diff,bathrooms_diff,year_diff,lot_diff,bedroom_category,year_category,strat_key,sample_group
11636465,11640051,15217,2021/8/1,285174.9524,19.14285714,"Single Family Residence, Residential",1924,2,3,3676.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,275000.0,15217,2021/8/1,301219.6522,23.39130435,"Single Family Residence, Residential",1917,5,5,6600.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,725000.0,2,2.0,True,62.06896551724138,easy,-2,-3,7,-2924.0,p2_more,p1_slight,easy_p2_more,correct
11636470,11640051,15217,2021/8/1,339733.3333,20.11111111,"Single Family Residence, Residential",1933,3,3,3977.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,437000.0,15217,2021/8/1,301219.6522,23.39130435,"Single Family Residence, Residential",1917,5,5,6600.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,725000.0,2,2.0,True,39.724137931034484,medium,-2,-2,16,-2623.0,p2_more,p1_slight,medium_p2_more,correct
11640002,11640051,15217,2021/8/1,284513.4286,16.0,"Single Family Residence, Residential",1952,2,3,5000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,281800.0,15217,2021/8/1,301219.6522,23.39130435,"Single Family Residence, Residential",1917,5,5,6600.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,725000.0,2,2.0,True,61.131034482758615,easy,-2,-3,35,-1600.0,p2_more,p1_much,easy_p2_more,correct
11288397,92380268,15217,2021/9/1,404708.1579,11.31578947,"Single Family Residence, Residential",1923,1,3,3598.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,420000.0,15217,2021/9/1,494712.3333,30.66666667,"Single Family Residence, Residential",2008,3,2,3584.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,590000.0,2,2.0,True,28.8135593220339,medium,1,-2,-85,14.0,p1_slight,p2_newer,medium_p1_slight,correct
11289853,11632273,15217,2021/9/1,332580.0,17.15,"Single Family Residence, Residential",1935,2,4,4360.0,sqft,"Hot Water, Natural Gas",Electric,unknown,250000.0,15217,2021/9/1,370304.8571,13.14285714,"Single Family Residence, Residential",1921,3,4,5292.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,350000.0,2,2.0,True,28.57142857142857,medium,0,-1,14,-932.0,equal,p1_slight,medium_equal,correct
11636575,92380268,15217,2021/9/1,450553.3333,14.8,"Single Family Residence, Residential",1925,3,4,3563.0,sqft,"Hot Water, Natural Gas",Wall Unit(s),unknown,435000.0,15217,2021/9/1,494712.3333,30.66666667,"Single Family Residence, Residential",2008,3,2,3584.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,590000.0,2,2.0,True,26.27118644067797,medium,2,0,-83,-21.0,p1_much,p2_newer,medium_p1_much,correct
11639640,92380268,15217,2021/9/1,412611.5652,12.95652174,"Single Family Residence, Residential",1956,3,4,3419.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,362000.0,15217,2021/9/1,494712.3333,30.66666667,"Single Family Residence, Residential",2008,3,2,3584.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,590000.0,2,2.0,True,38.64406779661017,medium,2,0,-52,-165.0,p1_much,p2_newer,medium_p1_much,correct
11289679,11540415,15217,2022/4/1,311893.9394,16.93939394,"Townhouse, Residential",1917,3,3,13068.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,390000.0,15217,2022/4/1,285329.5455,12.95454545,"Single Family Residence, Residential",1954,1,3,3001.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,300001.0,1,1.0,True,23.076666666666668,hard,0,2,-37,10067.0,equal,p2_newer,hard_equal,correct
11631417,11635040,15217,2022/4/1,295212.5,25.625,"Townhouse, Residential",1917,2,3,2730.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,288000.0,15217,2022/4/1,262892.5,26.575,"Single Family Residence, Residential",1926,2,2,3611.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,350000.0,2,2.0,True,17.71428571428571,hard,1,0,-9,-881.0,p1_slight,similar,hard_p1_slight,correct
11631734,11635040,15217,2022/4/1,259600.0,21.4,"Townhouse, Residential",1900,2,3,2164.0,sqft,"Hot Water, Natural Gas",Wall Unit(s),unknown,290000.0,15217,2022/4/1,262892.5,26.575,"Single Family Residence, Residential",1926,2,2,3611.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,350000.0,2,2.0,True,17.142857142857142,hard,1,0,-26,-1447.0,p1_slight,p2_newer,hard_p1_slight,correct
11634763,104362221,15217,2022/4/1,618500.0,16.475,"Single Family Residence, Residential",1928,4,5,3628.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,765002.0,15217,2022/4/1,600150.0,11.5,"Townhouse, Residential",2010,3,3,2000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,634000.0,1,1.0,True,17.124399674772093,hard,2,1,-82,1628.0,p1_much,p2_newer,hard_p1_much,correct
11635403,11639379,15217,2022/4/1,261820.0,29.5,"Single Family Residence, Residential",1925,2,3,3441.0,sqft,"Forced Air, Natural Gas",Window A/C,Open Parking,335000.0,15217,2022/4/1,244205.1282,18.74358974,"Single Family Residence, Residential",1897,1,2,2252.0,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,240000.0,1,1.0,True,28.35820895522388,medium,1,1,28,1189.0,p1_slight,p1_much,medium_p1_slight,correct
11289670,11629661,15217,2022/5/1,353471.7949,16.76923077,"Single Family Residence, Residential",1900,3,4,3898.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,359000.0,15217,2022/5/1,360100.0,21.5,"Townhouse, Residential",1915,2,5,3179.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,280000.0,1,1.0,True,22.00557103064067,hard,-1,1,-15,719.0,p2_more,similar,hard_p2_more,correct
11630029,11640089,15217,2022/5/1,424712.5,15.425,"Single Family Residence, Residential",1940,2,2,3898.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,450000.0,15217,2022/5/1,491761.5385,18.76923077,"Single Family Residence, Residential",1927,3,4,6150.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,567500.0,2,2.0,True,20.704845814977972,hard,-2,-1,13,-2252.0,p2_more,p1_slight,hard_p2_more,correct
11288351,11289854,15217,2022/6/1,432762.1951,24.08536585,"Single Family Residence, Residential",1920,3,4,4800.0,sqft,"Radiant, Natural Gas",Central Air,unknown,613000.0,15217,2022/6/1,389003.7975,14.74683544,"Single Family Residence, Residential",1930,2,3,4290.0,sqft,"Hot Water, Natural Gas",Wall Unit(s),unknown,400000.0,1,1.0,True,34.74714518760196,medium,1,1,-10,510.0,p1_slight,similar,medium_p1_slight,correct
11288351,11545104,15217,2022/6/1,432762.1951,24.08536585,"Single Family Residence, Residential",1920,3,4,4800.0,sqft,"Radiant, Natural Gas",Central Air,unknown,613000.0,15217,2022/6/1,376829.4118,13.82352941,"Single Family Residence, Residential",1946,3,4,5479.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,380112.0,1,1.0,True,37.991517128874385,medium,0,0,-26,-679.0,equal,p2_newer,medium_equal,correct
11288382,11289854,15217,2022/6/1,352325.641,11.15384615,"Single Family Residence, Residential",1910,3,4,1472.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,315000.0,15217,2022/6/1,389003.7975,14.74683544,"Single Family Residence, Residential",1930,2,3,4290.0,sqft,"Hot Water, Natural Gas",Wall Unit(s),unknown,400000.0,2,2.0,True,21.25,hard,1,1,-20,-2818.0,p1_slight,p2_newer,hard_p1_slight,correct
11289854,11539875,15217,2022/6/1,389003.7975,14.74683544,"Single Family Residence, Residential",1930,2,3,4290.0,sqft,"Hot Water, Natural Gas",Wall Unit(s),unknown,400000.0,15217,2022/6/1,412636.5854,17.68292683,"Single Family Residence, Residential",1977,3,4,5353.0,sqft,Natural Gas,Central Air,unknown,523000.0,2,2.0,True,23.518164435946463,hard,-1,-1,-47,-1063.0,p2_more,p2_newer,hard_p2_more,correct
11529592,67344762,15217,2022/6/1,1084107.692,18.07692308,"Single Family Residence, Residential",1970,4,3,9247.0,sqft,"Forced Air, Natural Gas",Electric,unknown,1300000.0,15217,2022/6/1,1025001.205,17.6626506,"Townhouse, Residential",2004,5,5,3049.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,1000000.0,1,1.0,True,23.076923076923077,hard,-2,-1,-34,6198.0,p2_more,p2_newer,hard_p2_more,correct
11539845,11639858,15217,2022/6/1,225697.6471,24.68235294,"Single Family Residence, Residential",1958,2,3,4920.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,250000.0,15217,2022/6/1,290862.5,31.5625,"Single Family Residence, Residential",1930,4,4,2848.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,350000.0,2,2.0,True,28.57142857142857,medium,-1,-2,28,2072.0,p2_more,p1_much,medium_p2_more,correct
11539875,11545104,15217,2022/6/1,412636.5854,17.68292683,"Single Family Residence, Residential",1977,3,4,5353.0,sqft,Natural Gas,Central Air,unknown,523000.0,15217,2022/6/1,376829.4118,13.82352941,"Single Family Residence, Residential",1946,3,4,5479.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,380112.0,1,1.0,True,27.320841300191205,medium,0,0,31,-126.0,equal,p1_much,medium_equal,correct
11539890,11545353,15217,2022/6/1,262356.4706,13.35294118,"Single Family Residence, Residential",1950,2,2,5039.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,252500.0,15217,2022/6/1,295069.4118,18.15294118,"Single Family Residence, Residential",1920,2,3,2178.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,340000.0,2,2.0,True,25.735294117647058,medium,-1,0,30,2861.0,p2_more,p1_much,medium_p2_more,correct
11539890,11639442,15217,2022/6/1,262356.4706,13.35294118,"Single Family Residence, Residential",1950,2,2,5039.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,252500.0,15217,2022/6/1,269069.1358,14.75308642,"Single Family Residence, Residential",1915,2,3,2430.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,310000.0,2,2.0,True,18.548387096774192,hard,-1,0,35,2609.0,p2_more,p1_much,hard_p2_more,correct
11539890,11639858,15217,2022/6/1,262356.4706,13.35294118,"Single Family Residence, Residential",1950,2,2,5039.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,252500.0,15217,2022/6/1,290862.5,31.5625,"Single Family Residence, Residential",1930,4,4,2848.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,350000.0,2,2.0,True,27.857142857142858,medium,-2,-2,20,2191.0,p2_more,p1_slight,medium_p2_more,correct
11629427,11630884,15217,2022/6/1,1033067.125,22.5,"Single Family Residence, Residential",1928,4,4,6098.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,1000000.0,15217,2022/6/1,1032670.0,31.7,"Single Family Residence, Residential",1920,5,7,0.26,Acres,"Hot Water, Natural Gas",Central Air,unknown,1213000.0,2,2.0,True,17.55976916735367,hard,-3,-1,8,6097.74,p2_more,p1_slight,hard_p2_more,correct
11629427,11631398,15217,2022/6/1,1033067.125,22.5,"Single Family Residence, Residential",1928,4,4,6098.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,1000000.0,15217,2022/6/1,1182130.769,34.15384615,"Single Family Residence, Residential",1900,5,6,0.38,Acres,"Other, Zoned","Other, Central Air",unknown,1421900.0,2,2.0,True,29.67156621422041,medium,-2,-1,28,6097.62,p2_more,p1_much,medium_p2_more,correct
11629457,11630884,15217,2022/6/1,1042590.0,23.85,"Single Family Residence, Residential",1897,4,4,6751.0,sqft,"Forced Air, Natural Gas",Electric,unknown,995000.0,15217,2022/6/1,1032670.0,31.7,"Single Family Residence, Residential",1920,5,7,0.26,Acres,"Hot Water, Natural Gas",Central Air,unknown,1213000.0,2,2.0,True,17.9719703215169,hard,-3,-1,-23,6750.74,p2_more,p2_newer,hard_p2_more,correct
11629457,11631398,15217,2022/6/1,1042590.0,23.85,"Single Family Residence, Residential",1897,4,4,6751.0,sqft,"Forced Air, Natural Gas",Electric,unknown,995000.0,15217,2022/6/1,1182130.769,34.15384615,"Single Family Residence, Residential",1900,5,6,0.38,Acres,"Other, Zoned","Other, Central Air",unknown,1421900.0,2,2.0,True,30.023208383149306,medium,-2,-1,-3,6750.62,p2_more,similar,medium_p2_more,correct
11630884,67344762,15217,2022/6/1,1032670.0,31.7,"Single Family Residence, Residential",1920,5,7,0.26,Acres,"Hot Water, Natural Gas",Central Air,unknown,1213000.0,15217,2022/6/1,1025001.205,17.6626506,"Townhouse, Residential",2004,5,5,3049.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,1000000.0,1,1.0,True,17.55976916735367,hard,2,0,-84,-3048.74,p1_much,p2_newer,hard_p1_much,correct
11631398,67344762,15217,2022/6/1,1182130.769,34.15384615,"Single Family Residence, Residential",1900,5,6,0.38,Acres,"Other, Zoned","Other, Central Air",unknown,1421900.0,15217,2022/6/1,1025001.205,17.6626506,"Townhouse, Residential",2004,5,5,3049.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,1000000.0,1,1.0,True,29.67156621422041,medium,1,0,-104,-3048.62,p1_slight,p2_newer,medium_p1_slight,correct
11636156,11636310,15217,2022/6/1,296775.0,15.7,"Single Family Residence, Residential",1950,2,3,3750.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,368769.0,15217,2022/6/1,259294.8718,23.51282051,"Single Family Residence, Residential",1953,2,3,2966.0,sqft,"Natural Gas, Heat Pump",Electric,unknown,300000.0,1,1.0,True,18.648259479511566,hard,0,0,-3,784.0,equal,similar,hard_equal,correct
11632235,11635512,15217,2022/7/1,430973.4177,19.89873418,Townhouse,1910,4,4,2340.0,sqft,"Wall, Gas",Other,unknown,510000.0,15217,2022/7/1,518329.2683,25.36585366,"Single Family Residence, Residential",1925,3,3,3140.0,sqft,"Radiant, Natural Gas","Central Air, Electric",unknown,648500.0,2,2.0,True,21.356977640709328,hard,1,1,-15,-800.0,p1_slight,similar,hard_p1_slight,correct
11344618,11344918,15218,2019/10/1,153261.0952,22.57142857,SingleFamily,1920,2,3,4356.0,sqft,"Radiant, Gas",Wall,unknown,105000.0,15218,2019/10/1,183038.2941,17.88235294,SingleFamily,1910,5,5,5174.0,sqft,"Other, Forced air, None",Central,unknown,295000.0,2,2.0,True,64.40677966101694,easy,-2,-3,10,-818.0,p2_more,p1_slight,easy_p2_more,correct
11344618,11344943,15218,2019/10/1,153261.0952,22.57142857,SingleFamily,1920,2,3,4356.0,sqft,"Radiant, Gas",Wall,unknown,105000.0,15218,2019/10/1,161455.6,18.1,SingleFamily,1920,2,4,3628.0,sqft,"Other, Gas",Central,unknown,174900.0,2,2.0,True,39.96569468267582,medium,-1,0,0,728.0,p2_more,similar,medium_p2_more,correct
11344618,11383802,15218,2019/10/1,153261.0952,22.57142857,SingleFamily,1920,2,3,4356.0,sqft,"Radiant, Gas",Wall,unknown,105000.0,15218,2019/10/1,158752.5455,18.90909091,"Single Family Residence, Residential",1959,2,2,7840.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,131000.0,2,2.0,True,19.84732824427481,hard,1,0,-39,-3484.0,p1_slight,p2_newer,hard_p1_slight,correct
11344755,11344918,15218,2019/10/1,146376.6667,35.11111111,SingleFamily,1920,1,3,3598.0,sqft,"Other, Forced air, Gas",Central,unknown,149900.0,15218,2019/10/1,183038.2941,17.88235294,SingleFamily,1910,5,5,5174.0,sqft,"Other, Forced air, None",Central,unknown,295000.0,2,2.0,True,49.186440677966104,easy,-2,-4,10,-1576.0,p2_more,p1_slight,easy_p2_more,correct
11344918,11383802,15218,2019/10/1,183038.2941,17.88235294,SingleFamily,1910,5,5,5174.0,sqft,"Other, Forced air, None",Central,unknown,295000.0,15218,2019/10/1,158752.5455,18.90909091,"Single Family Residence, Residential",1959,2,2,7840.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,131000.0,1,1.0,True,55.59322033898305,easy,3,3,-49,-2666.0,p1_much,p2_newer,easy_p1_much,correct
11343751,11344265,15218,2020/3/1,372395.0,17.0,"Single Family Residence, Residential",1925,2,3,3598.0,sqft,Natural Gas,"Central Air, Electric",unknown,376000.0,15218,2020/3/1,315039.1111,17.0,"Single Family Residence, Residential",1935,1,3,3959.0,sqft,Natural Gas,Window A/C,unknown,242000.0,1,1.0,True,35.638297872340424,medium,0,1,-10,-361.0,equal,similar,medium_equal,correct
11344122,11345526,15218,2020/3/1,178413.0,15.77777778,SingleFamily,1964,2,3,3300.0,sqft,Other,Central,unknown,170429.0,15218,2020/3/1,201590.7647,13.70588235,SingleFamily,1951,2,3,6969.0,sqft,"Other, Gas",Central,unknown,225000.0,2,2.0,True,24.253777777777778,hard,0,0,13,-3669.0,equal,p1_slight,hard_equal,correct
11345064,11345149,15218,2020/6/1,181770.6,16.6,"Single Family Residence, Residential",1945,2,3,3123.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,200000.0,15218,2020/6/1,154847.0,16.2,SingleFamily,1955,1,3,2901.0,sqft,Other,Central,unknown,155000.0,1,1.0,True,22.5,hard,0,1,-10,222.0,equal,similar,hard_equal,correct
11290040,11344013,15218,2020/7/1,341962.375,19.875,"Single Family Residence, Residential",1953,3,4,0.27,Acres,"Forced Air, Natural Gas",Central Air,unknown,422000.0,15218,2020/7/1,324450.6,16.6,SingleFamily,1925,2,4,3000.0,sqft,"Radiant, Gas",Central,unknown,311500.0,1,1.0,True,26.18483412322275,medium,0,1,28,-2999.73,equal,p1_much,medium_equal,correct
11290040,11344101,15218,2020/7/1,341962.375,19.875,"Single Family Residence, Residential",1953,3,4,0.27,Acres,"Forced Air, Natural Gas",Central Air,unknown,422000.0,15218,2020/7/1,279412.4,21.9,SingleFamily,1936,2,3,6096.0,sqft,"Radiant, Gas",Central,unknown,340000.0,1,1.0,True,19.431279620853083,hard,1,1,17,-6095.73,p1_slight,p1_slight,hard_p1_slight,correct
11343329,11343772,15218,2020/7/1,289740.0,21.0,SingleFamily,1941,3,4,4112.0,sqft,Other,Central,unknown,359000.0,15218,2020/7/1,331523.5,27.875,SingleFamily,1909,3,4,3301.0,sqft,"Forced air, Gas",Wall,unknown,265000.0,1,1.0,True,26.18384401114206,medium,0,0,32,811.0,equal,p1_much,medium_equal,correct
11343702,11344406,15218,2020/7/1,197346.0,21.0,SingleFamily,1900,3,5,3301.0,sqft,"Wall, Gas","Other, Wall",unknown,359500.0,15218,2020/7/1,222604.0,25.0,SingleFamily,1900,2,3,3001.0,sqft,Other,Central,unknown,199401.0,1,1.0,True,44.53379694019471,easy,2,1,0,300.0,p1_much,similar,easy_p1_much,correct
11343763,11343772,15218,2020/7/1,268439.5185,17.0,"Single Family Residence, Residential",1920,2,3,6486.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,199900.0,15218,2020/7/1,331523.5,27.875,SingleFamily,1909,3,4,3301.0,sqft,"Forced air, Gas",Wall,unknown,265000.0,2,2.0,True,24.566037735849054,hard,-1,-1,11,3185.0,p2_more,p1_slight,hard_p2_more,correct
11343772,11344101,15218,2020/7/1,331523.5,27.875,SingleFamily,1909,3,4,3301.0,sqft,"Forced air, Gas",Wall,unknown,265000.0,15218,2020/7/1,279412.4,21.9,SingleFamily,1936,2,3,6096.0,sqft,"Radiant, Gas",Central,unknown,340000.0,2,2.0,True,22.058823529411764,hard,1,1,-27,-2795.0,p1_slight,p2_newer,hard_p1_slight,correct
11344506,11345530,15218,2020/8/1,215039.9,37.1,SingleFamily,1939,2,3,3000.0,sqft,"Radiant, Gas",Central,unknown,203700.0,15218,2020/8/1,159246.3,34.3,"Single Family Residence, Residential",1950,2,3,3600.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,249000.0,2,2.0,True,18.192771084337352,hard,0,0,-11,-600.0,equal,similar,hard_equal,correct
11290144,11290407,15218,2021/12/1,304559.4203,15.65942029,"Single Family Residence, Residential",1951,3,3,6503.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,205346.0,15218,2021/12/1,269649.2754,13.53623188,"Single Family Residence, Residential",1957,2,4,5000.0,sqft,"Forced Air, Natural Gas","Window A/C, Central Air",unknown,271000.0,2,2.0,True,24.22656826568266,hard,-1,1,-6,1503.0,p2_more,similar,hard_p2_more,correct
11290241,11344433,15218,2021/3/1,251147.75,17.08333333,"Single Family Residence, Residential",1955,2,3,2500.0,sqft,"Forced Air, Electric",Electric,unknown,262500.0,15218,2021/3/1,286421.5455,25.72727273,"Single Family Residence, Residential",1892,3,3,3301.0,sqft,Natural Gas,Central Air,unknown,360000.0,2,2.0,True,27.083333333333332,medium,0,-1,63,-801.0,equal,p1_much,medium_equal,correct
11343725,11344433,15218,2021/3/1,256408.0,21.0,"Single Family Residence, Residential",1949,2,3,3519.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,230000.0,15218,2021/3/1,286421.5455,25.72727273,"Single Family Residence, Residential",1892,3,3,3301.0,sqft,Natural Gas,Central Air,unknown,360000.0,2,2.0,True,36.11111111111111,medium,0,-1,57,218.0,equal,p1_much,medium_equal,correct
11344103,11344433,15218,2021/3/1,287775.5714,13.85714286,"Single Family Residence, Residential",1936,1,3,9104.0,sqft,Natural Gas,Central Air,unknown,284900.0,15218,2021/3/1,286421.5455,25.72727273,"Single Family Residence, Residential",1892,3,3,3301.0,sqft,Natural Gas,Central Air,unknown,360000.0,2,2.0,True,20.86111111111111,hard,0,-2,44,5803.0,equal,p1_much,hard_equal,correct
11344347,11345668,15218,2021/5/1,159737.8182,22.36363636,"Single Family Residence, Residential",1941,1,3,4000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,193000.0,15218,2021/5/1,129187.0909,52.45454545,"Single Family Residence, Residential",1920,4,5,3841.0,sqft,Natural Gas,Central Air,unknown,251000.0,2,2.0,True,23.107569721115535,hard,-2,-3,21,159.0,p2_more,p1_much,hard_p2_more,correct
11345277,11345668,15218,2021/5/1,115901.2035,11.73255814,"Townhouse, Residential",1910,1,3,1672.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,119900.0,15218,2021/5/1,129187.0909,52.45454545,"Single Family Residence, Residential",1920,4,5,3841.0,sqft,Natural Gas,Central Air,unknown,251000.0,2,2.0,True,52.23107569721116,easy,-2,-3,-10,-2169.0,p2_more,similar,easy_p2_more,correct
11345604,11345668,15218,2021/5/1,150929.3077,22.46153846,"Single Family Residence, Residential",1948,2,3,5601.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,165000.0,15218,2021/5/1,129187.0909,52.45454545,"Single Family Residence, Residential",1920,4,5,3841.0,sqft,Natural Gas,Central Air,unknown,251000.0,2,2.0,True,34.26294820717131,medium,-2,-2,28,1760.0,p2_more,p1_much,medium_p2_more,correct
11345668,11382232,15218,2021/5/1,129187.0909,52.45454545,"Single Family Residence, Residential",1920,4,5,3841.0,sqft,Natural Gas,Central Air,unknown,251000.0,15218,2021/5/1,143903.3333,17.11111111,"Single Family Residence, Residential",1940,1,2,5601.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,177000.0,1,1.0,True,29.482071713147413,medium,3,3,-20,-1760.0,p1_much,p2_newer,medium_p1_much,correct
11345668,11382328,15218,2021/5/1,129187.0909,52.45454545,"Single Family Residence, Residential",1920,4,5,3841.0,sqft,Natural Gas,Central Air,unknown,251000.0,15218,2021/5/1,116555.3333,38.0,"Single Family Residence, Residential",1920,1,3,4320.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,126000.0,1,1.0,True,49.800796812749006,easy,2,3,0,-479.0,p1_much,similar,easy_p1_much,correct
11289976,11343567,15218,2021/6/1,218010.25,14.75,"Single Family Residence, Residential",1941,3,2,2861.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,213000.0,15218,2021/6/1,259418.6923,30.0,"Single Family Residence, Residential",1900,1,3,3960.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,280000.0,2,2.0,True,23.92857142857143,hard,-1,2,41,-1099.0,p2_more,p1_much,hard_p2_more,correct
11289976,11381951,15218,2021/6/1,218010.25,14.75,"Single Family Residence, Residential",1941,3,2,2861.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,213000.0,15218,2021/6/1,195705.1429,24.57142857,"Single Family Residence, Residential",1920,1,3,3454.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,278500.0,2,2.0,True,23.518850987432675,hard,-1,2,21,-593.0,p2_more,p1_much,hard_p2_more,correct
11290054,11343567,15218,2021/6/1,273334.1667,19.25,"Single Family Residence, Residential",1927,2,3,4922.0,sqft,Natural Gas,"Window A/C, Central Air",unknown,385000.0,15218,2021/6/1,259418.6923,30.0,"Single Family Residence, Residential",1900,1,3,3960.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,280000.0,1,1.0,True,27.27272727272727,medium,0,1,27,962.0,equal,p1_much,medium_equal,correct
11290054,11343815,15218,2021/6/1,273334.1667,19.25,"Single Family Residence, Residential",1927,2,3,4922.0,sqft,Natural Gas,"Window A/C, Central Air",unknown,385000.0,15218,2021/6/1,342217.6667,46.0,"Single Family Residence, Residential",1890,4,4,4965.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,505000.0,2,2.0,True,23.762376237623762,hard,-1,-2,37,-43.0,p2_more,p1_much,hard_p2_more,correct
11343567,11343815,15218,2021/6/1,259418.6923,30.0,"Single Family Residence, Residential",1900,1,3,3960.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,280000.0,15218,2021/6/1,342217.6667,46.0,"Single Family Residence, Residential",1890,4,4,4965.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,505000.0,2,2.0,True,44.554455445544555,easy,-1,-3,10,-1005.0,p2_more,p1_slight,easy_p2_more,correct
11343657,11343815,15218,2021/6/1,359310.6667,24.66666667,"Single Family Residence, Residential",1930,2,3,3480.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,379115.0,15218,2021/6/1,342217.6667,46.0,"Single Family Residence, Residential",1890,4,4,4965.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,505000.0,2,2.0,True,24.927722772277228,hard,-1,-2,40,-1485.0,p2_more,p1_much,hard_p2_more,correct
11344202,11345042,15218,2021/6/1,196378.3846,14.84615385,"Single Family Residence, Residential",1927,2,3,2800.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,226000.0,15218,2021/6/1,157583.5385,36.61538462,"Single Family Residence, Residential",1920,3,4,3300.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,275000.0,2,2.0,True,17.81818181818182,hard,-1,-1,7,-500.0,p2_more,p1_slight,hard_p2_more,correct
11345111,11381951,15218,2021/6/1,190595.7273,33.45454545,"Single Family Residence, Residential",1890,2,3,4350.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,199000.0,15218,2021/6/1,195705.1429,24.57142857,"Single Family Residence, Residential",1920,1,3,3454.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,278500.0,2,2.0,True,28.545780969479356,medium,0,1,-30,896.0,equal,p2_newer,medium_equal,correct
