zpid_1,zpid_2,zipcode_1,year_month.y_1,zestimate_linear_1,interval_range_linear_1,type_1,yearBuilt_1,bathrooms_1,bedrooms_1,lot_1,lotUnit_1,heating_1,cooling_1,parkingType_1,price.y_1,zipcode_2,year_month.y_2,zestimate_linear_2,interval_range_linear_2,type_2,yearBuilt_2,bathrooms_2,bedrooms_2,lot_2,lotUnit_2,heating_2,cooling_2,parkingType_2,price.y_2,pred_choice,true_choice,correct,price_diff_pct,difficulty,bedrooms_diff,bathrooms_diff,year_diff,lot_diff,bedroom_category,year_category,strat_key
11264341,11264408,15136,2020/10/1,205634.4667,19.53333333,"Townhouse, Residential",1999,3,3,2100.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,245000.0,15136,2020/10/1,173596.0,14.09090909,"Single Family Residence, Residential",1970,3,3,4800.0,sqft,Natural Gas,Central Air,unknown,200000.0,2,1.0,False,18.367346938775512,hard,0,0,29,-2700.0,equal,p1_much,hard_equal
11480310,11641997,15143,2019/12/1,254797.7778,21.66666667,SingleFamily,1900,4,4,2404.0,sqft,"Other, Forced air, Gas",Central,unknown,380000.0,15143,2019/12/1,310551.7692,18.15384615,SingleFamily,1955,2,5,1.04,Acres,"Forced air, Gas",Central,unknown,270000.0,2,1.0,False,28.947368421052634,medium,-1,2,-55,2402.96,p2_more,p2_newer,medium_p2_more
11642660,242630221,15143,2022/2/1,390380.0,28.33333333,"Single Family Residence, Residential",1936,3,4,0.01,Acres,"Forced Air, Natural Gas",Central Air,unknown,272000.0,15143,2022/2/1,380388.9655,10.0,"Townhouse, Residential",2016,2,2,2242.0,sqft,"Forced Air, Natural Gas","Other, Central Air",unknown,389000.0,1,2.0,False,30.077120822622106,medium,2,1,-80,-2241.99,p1_much,p2_newer,medium_p1_much
11513235,11514744,15201,2019/10/1,244998.0,21.4,"Single Family Residence, Residential",1890,3,3,753.59,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,170000.0,15201,2019/10/1,253145.0,29.5,Townhouse,1995,2,3,5401.0,sqft,"Other, Gas",Central,Garage - Attached,296500.0,1,2.0,False,42.66441821247892,easy,0,1,-105,-4647.41,equal,p2_newer,easy_equal
11513235,11612430,15201,2019/10/1,244998.0,21.4,"Single Family Residence, Residential",1890,3,3,753.59,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,170000.0,15201,2019/10/1,234831.4286,21.71428571,SingleFamily,1900,2,2,1708.0,sqft,"Forced air, Gas",Central,On-street,217500.0,1,2.0,False,21.839080459770116,hard,1,1,-10,-954.41,p1_slight,similar,hard_p1_slight
11513271,11513615,15201,2019/11/1,224356.8421,29.47368421,SingleFamily,1930,1,3,2792.0,sqft,Other,unknown,unknown,310000.0,15201,2019/11/1,250600.5385,30.69230769,SingleFamily,1910,2,3,2400.0,sqft,Other,unknown,unknown,215000.0,2,1.0,False,30.64516129032258,medium,0,-1,20,392.0,equal,p1_slight,medium_equal
11513615,11613129,15201,2019/11/1,250600.5385,30.69230769,SingleFamily,1910,2,3,2400.0,sqft,Other,unknown,unknown,215000.0,15201,2019/11/1,266006.6471,19.88235294,Townhouse,1890,2,4,1406.0,sqft,"Other, Gas",unknown,unknown,280000.0,1,2.0,False,23.214285714285715,hard,-1,0,20,994.0,p2_more,p1_slight,hard_p2_more
11513896,11514737,15201,2020/1/1,417814.6,25.4,SingleFamily,1892,3,5,3959.0,sqft,Other,unknown,unknown,480000.0,15201,2020/1/1,376584.4,14.7,SingleFamily,1900,3,3,818.0,sqft,Other,unknown,unknown,389000.0,2,1.0,False,18.958333333333332,hard,2,0,-8,3141.0,p1_much,similar,hard_p1_much
11612881,11613369,15201,2020/1/1,202355.6923,23.38461538,SingleFamily,1905,2,3,1999.0,sqft,Other,unknown,unknown,144300.0,15201,2020/1/1,239348.5294,17.41176471,SingleFamily,1890,2,2,609.0,sqft,"hot water, Other, Gas",unknown,unknown,214500.0,1,2.0,False,32.72727272727273,medium,1,0,15,1390.0,p1_slight,p1_slight,medium_p1_slight
11275729,11513765,15201,2020/11/1,200764.5,15.5,"Single Family Residence, Residential",1956,1,3,3001.0,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,230000.0,15201,2020/11/1,229622.2727,56.63636364,"Single Family Residence, Residential",1900,3,3,2617.0,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,140000.0,2,1.0,False,39.130434782608695,medium,0,-2,56,384.0,equal,p1_much,medium_equal
11513765,123271271,15201,2020/11/1,229622.2727,56.63636364,"Single Family Residence, Residential",1900,3,3,2617.0,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,140000.0,15201,2020/11/1,330409.9231,21.84615385,"Townhouse, Residential",1919,3,3,988.0,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,307500.0,1,2.0,False,54.47154471544715,easy,0,0,-19,1629.0,equal,similar,easy_equal
11513765,164713745,15201,2020/11/1,229622.2727,56.63636364,"Single Family Residence, Residential",1900,3,3,2617.0,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,140000.0,15201,2020/11/1,309843.1429,12.85714286,"Single Family Residence, Residential",1920,1,2,936.54,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,305000.0,1,2.0,False,54.09836065573771,easy,1,2,-20,1680.46,p1_slight,p2_newer,easy_p1_slight
11612338,11615310,15201,2020/11/1,236863.6667,55.93333333,"Single Family Residence, Residential",1900,2,3,2000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,378500.0,15201,2020/11/1,202598.0,32.0,"Single Family Residence, Residential",1935,2,4,7.89,Acres,"Hot Water, Natural Gas",Window A/C,unknown,260100.0,2,1.0,False,31.281373844121536,medium,-1,0,-35,1992.11,p2_more,p2_newer,medium_p2_more
11513017,11615633,15201,2020/12/1,184428.8,21.0,"Single Family Residence, Residential",1925,5,4,2000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,635000.0,15201,2020/12/1,208191.0,21.2,"Single Family Residence, Residential",1960,3,3,5519.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,236500.0,2,1.0,False,62.75590551181103,easy,1,2,-35,-3519.0,p1_slight,p2_newer,easy_p1_slight
11513663,11514048,15201,2020/12/1,280451.3077,18.0,"Single Family Residence, Residential",1900,1,2,614.2,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,309800.0,15201,2020/12/1,311007.0,25.27272727,"Single Family Residence, Residential",1920,1,4,1999.0,sqft,"Forced Air, Natural Gas",Window A/C,Open Parking,250000.0,2,1.0,False,19.30277598450613,hard,-2,0,-20,-1384.8,p2_more,p2_newer,hard_p2_more
11612258,11612444,15201,2020/3/1,245497.4444,53.55555556,SingleFamily,1900,2,3,875.0,sqft,Other,unknown,unknown,190300.0,15201,2020/3/1,220436.6667,30.66666667,SingleFamily,1900,2,3,1568.0,sqft,Other,unknown,unknown,252500.0,1,2.0,False,24.633663366336634,hard,0,0,0,-693.0,equal,similar,hard_equal
11512736,11613041,15201,2020/7/1,231631.7273,42.09090909,SingleFamily,1880,2,2,1036.0,sqft,Forced air,Central,On-street,270000.0,15201,2020/7/1,285921.0,34.0,"Single Family Residence, Residential",1900,3,3,1280.0,sqft,Natural Gas,Central Air,Open Parking,133000.0,2,1.0,False,50.74074074074074,easy,-1,-1,-20,-244.0,p2_more,p2_newer,easy_p2_more
11512969,11514662,15201,2020/7/1,204545.6,36.3,"Single Family Residence, Residential",1900,2,2,1280.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,103000.0,15201,2020/7/1,202319.0,32.6,Townhouse,1900,1,3,1999.0,sqft,"Forced air, Gas",Central,unknown,330000.0,1,2.0,False,68.78787878787878,easy,-1,1,0,-719.0,p2_more,similar,easy_p2_more
11514124,11514650,15201,2020/7/1,264806.4,14.8,SingleFamily,1920,2,2,3898.0,sqft,Other,unknown,unknown,229000.0,15201,2020/7/1,271415.7,12.7,SingleFamily,1890,1,2,1999.0,sqft,Forced air,unknown,unknown,287500.0,1,2.0,False,20.347826086956523,hard,0,1,30,1899.0,equal,p1_much,hard_equal
11514345,11613472,15201,2020/7/1,164626.4444,60.88888889,SingleFamily,1890,3,3,1886.0,sqft,Other,unknown,unknown,442500.0,15201,2020/7/1,248892.0,28.33333333,SingleFamily,1900,1,3,635.0,sqft,Other,unknown,unknown,215000.0,2,1.0,False,51.41242937853108,easy,0,2,-10,1251.0,equal,similar,easy_equal
11514650,11613472,15201,2020/7/1,271415.7,12.7,SingleFamily,1890,1,2,1999.0,sqft,Forced air,unknown,unknown,287500.0,15201,2020/7/1,248892.0,28.33333333,SingleFamily,1900,1,3,635.0,sqft,Other,unknown,unknown,215000.0,2,1.0,False,25.217391304347824,medium,-1,0,-10,1364.0,p2_more,similar,medium_p2_more
11275880,11514407,15201,2020/8/1,193717.0,22.77777778,"Single Family Residence, Residential",1930,1,2,3600.0,sqft,"Forced Air, Natural Gas",Central Air,Garage,175000.0,15201,2020/8/1,207902.6667,70.16666667,Townhouse,1900,3,3,1200.0,sqft,"Other, Forced air, Gas",Central,On-street,290000.0,1,2.0,False,39.6551724137931,medium,-1,-2,30,2400.0,p2_more,p1_much,medium_p2_more
11513417,11615092,15201,2020/8/1,236760.4444,33.22222222,SingleFamily,1890,2,3,1875.0,sqft,"Other, Forced air, Gas",Central,unknown,256000.0,15201,2020/8/1,205388.6154,18.84615385,SingleFamily,1950,3,3,5000.0,sqft,Other,Central,unknown,188500.0,2,1.0,False,26.3671875,medium,0,-1,-60,-3125.0,equal,p2_newer,medium_equal
11612888,11615938,15201,2020/8/1,161698.6,20.4,"Single Family Residence, Residential",1900,2,3,1001.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,220000.0,15201,2020/8/1,135759.8,15.8,SingleFamily,1950,1,3,2775.0,sqft,Other,Central,unknown,155000.0,2,1.0,False,29.545454545454547,medium,0,1,-50,-1774.0,equal,p2_newer,medium_equal
11275624,11615260,15201,2020/9/1,224878.9091,24.0,"Single Family Residence, Residential",1941,3,3,3998.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,280000.0,15201,2020/9/1,230068.9048,11.57142857,"Single Family Residence, Residential",1950,3,2,5005.0,sqft,"Radiant, Natural Gas","Central Air, Electric",unknown,200000.0,2,1.0,False,28.57142857142857,medium,1,0,-9,-1007.0,p1_slight,similar,medium_p1_slight
11512717,11612851,15201,2020/9/1,372915.2727,30.90909091,"Single Family Residence, Residential",1880,2,4,1102.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",Open Parking,430000.0,15201,2020/9/1,288641.5,20.5,"Single Family Residence, Residential",1900,3,3,1058.0,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,314900.0,2,1.0,False,26.76744186046512,medium,1,-1,-20,44.0,p1_slight,p2_newer,medium_p1_slight
11275508,11615684,15201,2021/1/1,221843.625,14.5,"Single Family Residence, Residential",1900,2,2,3998.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,232500.0,15201,2021/1/1,216904.0,16.75,SingleFamily,1955,3,4,5000.0,sqft,Other,Central,unknown,180000.0,2,1.0,False,22.58064516129032,hard,-2,-1,-55,-1002.0,p2_more,p2_newer,hard_p2_more
11615380,11615684,15201,2021/1/1,204891.2222,29.44444444,"Single Family Residence, Residential",1900,2,3,1921.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,325000.0,15201,2021/1/1,216904.0,16.75,SingleFamily,1955,3,4,5000.0,sqft,Other,Central,unknown,180000.0,2,1.0,False,44.61538461538462,easy,-1,-1,-55,-3079.0,p2_more,p2_newer,easy_p2_more
11275146,11514047,15201,2021/10/1,248956.2044,31.67883212,"Single Family Residence, Residential",1953,3,3,5418.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,320000.0,15201,2021/10/1,280094.8276,28.10344828,"Single Family Residence, Residential",1920,2,4,1999.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,250000.0,2,1.0,False,21.875,hard,-1,1,33,3419.0,p2_more,p1_much,hard_p2_more
11275629,11514047,15201,2021/10/1,336222.2222,21.66666667,"Single Family Residence, Residential",1940,3,3,4200.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,338250.0,15201,2021/10/1,280094.8276,28.10344828,"Single Family Residence, Residential",1920,2,4,1999.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,250000.0,2,1.0,False,26.09016999260902,medium,-1,1,20,2201.0,p2_more,p1_slight,medium_p2_more
11512884,11613083,15201,2021/10/1,399682.7586,28.34482759,"Single Family Residence, Residential",1900,2,4,1802.0,sqft,"Hot Water, Other",Central Air,Off Street,465000.0,15201,2021/10/1,355020.0,37.0,"Single Family Residence, Residential",1910,3,2,1189.0,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,560000.0,1,2.0,False,16.964285714285715,hard,2,-1,-10,613.0,p1_much,similar,hard_p1_much
11612239,11613083,15201,2021/10/1,298011.1111,32.77777778,"Single Family Residence, Residential",1900,2,3,1180.0,sqft,Natural Gas,Central Air,Open Parking,377500.0,15201,2021/10/1,355020.0,37.0,"Single Family Residence, Residential",1910,3,2,1189.0,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,560000.0,1,2.0,False,32.589285714285715,medium,1,-1,-10,-9.0,p1_slight,similar,medium_p1_slight
11512589,11513551,15201,2021/12/1,301758.6207,33.75862069,"Single Family Residence, Residential",1900,2,2,1289.0,sqft,"Forced Air, Natural Gas","Window A/C, Central Air",unknown,360000.0,15201,2021/12/1,221732.2148,35.74496644,"Single Family Residence, Residential",1922,1,3,1001.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,280000.0,2,1.0,False,22.22222222222222,hard,-1,1,-22,288.0,p2_more,p2_newer,hard_p2_more
11512589,11513578,15201,2021/12/1,301758.6207,33.75862069,"Single Family Residence, Residential",1900,2,2,1289.0,sqft,"Forced Air, Natural Gas","Window A/C, Central Air",unknown,360000.0,15201,2021/12/1,285594.6309,22.75167785,"Single Family Residence, Residential",1900,2,4,1160.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,160000.0,2,1.0,False,55.55555555555556,easy,-2,0,0,129.0,p2_more,similar,easy_p2_more
11512589,11612900,15201,2021/12/1,301758.6207,33.75862069,"Single Family Residence, Residential",1900,2,2,1289.0,sqft,"Forced Air, Natural Gas","Window A/C, Central Air",unknown,360000.0,15201,2021/12/1,315440.7407,12.96296296,"Single Family Residence, Residential",1902,2,2,2099.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,290000.0,2,1.0,False,19.444444444444446,hard,0,0,-2,-810.0,equal,similar,hard_equal
11512589,11615495,15201,2021/12/1,301758.6207,33.75862069,"Single Family Residence, Residential",1900,2,2,1289.0,sqft,"Forced Air, Natural Gas","Window A/C, Central Air",unknown,360000.0,15201,2021/12/1,245711.1111,15.33333333,"Single Family Residence, Residential",1947,1,2,3955.0,sqft,Natural Gas,Central Air,unknown,285000.0,2,1.0,False,20.833333333333336,hard,0,1,-47,-2666.0,equal,p2_newer,hard_equal
11513186,11513578,15201,2021/12/1,332343.1034,17.75862069,"Single Family Residence, Residential",1890,3,2,1319.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,320000.0,15201,2021/12/1,285594.6309,22.75167785,"Single Family Residence, Residential",1900,2,4,1160.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,160000.0,2,1.0,False,50.0,easy,-2,1,-10,159.0,p2_more,similar,easy_p2_more
11513551,11513578,15201,2021/12/1,221732.2148,35.74496644,"Single Family Residence, Residential",1922,1,3,1001.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,280000.0,15201,2021/12/1,285594.6309,22.75167785,"Single Family Residence, Residential",1900,2,4,1160.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,160000.0,2,1.0,False,42.857142857142854,easy,-1,-1,22,-159.0,p2_more,p1_much,easy_p2_more
11400369,11402175,15201,2021/2/1,254253.1429,40.71428571,"Single Family Residence, Residential",1900,2,3,975.74,sqft,"Forced Air, Natural Gas","Central Air, Electric",Open Parking,295000.0,15201,2021/2/1,347920.0,31.0,"Single Family Residence, Residential",1890,3,3,1080.0,sqft,"Forced Air, Natural Gas",Electric,Open Parking,408000.0,1,2.0,False,27.696078431372552,medium,0,-1,10,-104.25999999999999,equal,p1_slight,medium_equal
11612228,11612904,15201,2021/2/1,268926.0769,20.0,"Single Family Residence, Residential",1884,1,3,2000.0,sqft,"Forced Air, Natural Gas","Window A/C, Central Air",unknown,255000.0,15201,2021/2/1,200650.0,56.0,"Single Family Residence, Residential",1900,2,3,1058.0,sqft,"Zoned, Electric",Wall Unit(s),unknown,122500.0,2,1.0,False,51.9607843137255,easy,0,-1,-16,942.0,equal,similar,easy_equal
11275310,11512966,15201,2021/3/1,226518.8889,19.22222222,"Single Family Residence, Residential",1945,1,3,3001.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,253900.0,15201,2021/3/1,263990.1538,36.15384615,"Single Family Residence, Residential",1900,2,2,1176.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,385000.0,1,2.0,False,34.05194805194805,medium,1,-1,45,1825.0,p1_slight,p1_much,medium_p1_slight
11275632,11514515,15201,2021/3/1,172004.0,22.0,"Single Family Residence, Residential",1940,1,3,4199.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,247500.0,15201,2021/3/1,157322.7692,15.07692308,"Single Family Residence, Residential",1900,3,3,1001.0,sqft,Natural Gas,Central Air,unknown,146000.0,2,1.0,False,41.01010101010101,easy,0,-2,40,3198.0,equal,p1_much,easy_equal
11275703,11514451,15201,2021/3/1,245144.1429,13.42857143,"Single Family Residence, Residential",1940,2,3,3001.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,267000.0,15201,2021/3/1,321704.7,43.3,"Single Family Residence, Residential",1890,3,2,1899.0,sqft,Natural Gas,Central Air,unknown,430000.0,1,2.0,False,37.906976744186046,medium,1,-1,50,1102.0,p1_slight,p1_much,medium_p1_slight
11275476,11513750,15201,2021/4/1,280979.0,20.0,"Single Family Residence, Residential",1951,2,3,5998.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,340000.0,15201,2021/4/1,253377.1818,42.54545455,"Single Family Residence, Residential",1890,3,3,1799.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,449500.0,1,2.0,False,24.360400444938822,hard,0,-1,61,4199.0,equal,p1_much,hard_equal
11275516,11514025,15201,2021/4/1,169629.1111,13.11111111,"Single Family Residence, Residential",1920,1,2,1999.0,sqft,Natural Gas,Other,Open Parking,182185.0,15201,2021/4/1,199595.125,19.625,"Townhouse, Residential",1920,2,3,1176.0,sqft,"Natural Gas, Baseboard",Electric,Open Parking,280000.0,1,2.0,False,34.933928571428574,medium,-1,-1,0,823.0,p2_more,similar,medium_p2_more
11512892,11513363,15201,2021/4/1,476197.6154,22.53846154,"Single Family Residence, Residential",1900,3,3,1711.0,sqft,Natural Gas,Central Air,unknown,490240.0,15201,2021/4/1,353118.4286,40.28571429,"Single Family Residence, Residential",1900,2,7,2500.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,344000.0,2,1.0,False,29.83028720626632,medium,-4,1,0,-789.0,p2_more,similar,medium_p2_more
11513136,11513363,15201,2021/4/1,335905.6364,54.36363636,"Single Family Residence, Residential",1900,2,3,1981.0,sqft,Forced Air,Central Air,unknown,478500.0,15201,2021/4/1,353118.4286,40.28571429,"Single Family Residence, Residential",1900,2,7,2500.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,344000.0,2,1.0,False,28.108672936259143,medium,-4,0,0,-519.0,p2_more,similar,medium_p2_more
11513363,11513750,15201,2021/4/1,353118.4286,40.28571429,"Single Family Residence, Residential",1900,2,7,2500.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,344000.0,15201,2021/4/1,253377.1818,42.54545455,"Single Family Residence, Residential",1890,3,3,1799.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,449500.0,1,2.0,False,23.470522803114573,hard,4,-1,10,701.0,p1_much,p1_slight,hard_p1_much
11513750,11614907,15201,2021/4/1,253377.1818,42.54545455,"Single Family Residence, Residential",1890,3,3,1799.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,449500.0,15201,2021/4/1,224235.2308,13.46153846,"Single Family Residence, Residential",1940,2,3,4000.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,170000.0,2,1.0,False,62.18020022246941,easy,0,1,-50,-2201.0,equal,p2_newer,easy_equal
11513750,11615524,15201,2021/4/1,253377.1818,42.54545455,"Single Family Residence, Residential",1890,3,3,1799.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,449500.0,15201,2021/4/1,204374.2143,21.64285714,"Single Family Residence, Residential",1952,2,3,5379.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,325000.0,2,1.0,False,27.697441601779754,medium,0,1,-62,-3580.0,equal,p2_newer,medium_equal
11513782,11614907,15201,2021/4/1,280949.5,36.0,"Single Family Residence, Residential",1890,2,3,2221.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,360000.0,15201,2021/4/1,224235.2308,13.46153846,"Single Family Residence, Residential",1940,2,3,4000.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,170000.0,2,1.0,False,52.77777777777778,easy,0,0,-50,-1779.0,equal,p2_newer,easy_equal
11612933,11614907,15201,2021/4/1,242421.0,26.0,"Single Family Residence, Residential",1900,2,2,1498.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,289900.0,15201,2021/4/1,224235.2308,13.46153846,"Single Family Residence, Residential",1940,2,3,4000.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,170000.0,2,1.0,False,41.35908934115212,easy,-1,0,-40,-2502.0,p2_more,p2_newer,easy_p2_more
11613028,164712851,15201,2021/5/1,213922.0,45.0,"Single Family Residence, Residential",1900,2,2,2099.0,sqft,Natural Gas,Central Air,unknown,225000.0,15201,2021/5/1,274609.8889,24.22222222,"Single Family Residence, Residential",1900,1,2,1524.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,312000.0,1,2.0,False,27.884615384615387,medium,0,1,0,575.0,equal,similar,medium_equal
11402187,11613334,15201,2021/6/1,231525.3333,37.33333333,"Single Family Residence, Residential",1920,2,1,1354.0,sqft,Natural Gas,Central Air,Open Parking,250000.0,15201,2021/6/1,233800.9231,41.23076923,Residential,1890,2,2,766.66,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,160000.0,2,1.0,False,36.0,medium,-1,0,30,587.34,p2_more,p1_much,medium_p2_more
11513197,11613334,15201,2021/6/1,219962.0,34.0,"Single Family Residence, Residential",1890,2,1,520.0,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,220000.0,15201,2021/6/1,233800.9231,41.23076923,Residential,1890,2,2,766.66,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,160000.0,2,1.0,False,27.27272727272727,medium,-1,0,0,-246.65999999999997,p2_more,similar,medium_p2_more
11513287,11615399,15201,2021/6/1,307983.875,24.5,"Single Family Residence, Residential",1924,2,4,2326.0,sqft,"Hot Water, Electric","Central Air, Electric",unknown,437000.0,15201,2021/6/1,273295.1818,26.72727273,"Single Family Residence, Residential",1954,2,3,4822.0,sqft,Natural Gas,Electric,unknown,250000.0,2,1.0,False,42.79176201372998,easy,1,0,-30,-2496.0,p1_slight,p2_newer,easy_p1_slight
11513287,11615645,15201,2021/6/1,307983.875,24.5,"Single Family Residence, Residential",1924,2,4,2326.0,sqft,"Hot Water, Electric","Central Air, Electric",unknown,437000.0,15201,2021/6/1,237144.5556,28.88888889,"Single Family Residence, Residential",1955,2,3,5545.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,280000.0,2,1.0,False,35.92677345537758,medium,1,0,-31,-3219.0,p1_slight,p2_newer,medium_p1_slight
11514648,11613334,15201,2021/6/1,239144.0,46.0,"Single Family Residence, Residential",1900,1,2,1332.0,sqft,"Forced Air, Natural Gas","Window A/C, Central Air",Open Parking,238500.0,15201,2021/6/1,233800.9231,41.23076923,Residential,1890,2,2,766.66,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,160000.0,2,1.0,False,32.914046121593294,medium,0,-1,10,565.34,equal,p1_slight,medium_equal
11612909,87985995,15201,2021/7/1,495602.8333,34.33333333,"Single Family Residence, Residential",2016,5,3,2099.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,599000.0,15201,2021/7/1,385572.9091,21.81818182,"Single Family Residence, Residential",2005,3,4,3419.0,sqft,"Forced Air, Natural Gas",Electric,unknown,485000.0,2,1.0,False,19.031719532554256,hard,-1,2,11,-1320.0,p2_more,p1_slight,hard_p2_more
11275809,11513552,15201,2021/8/1,230966.6667,28.0,"Single Family Residence, Residential",1935,2,4,0.83,Acres,"Forced Air, Natural Gas",Window A/C,unknown,188008.0,15201,2021/8/1,231230.0,35.9,"Single Family Residence, Residential",1922,1,2,1799.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,295000.0,1,2.0,False,36.26847457627119,medium,2,1,13,-1798.17,p1_much,p1_slight,medium_p1_much
11512592,11513694,15201,2021/8/1,313916.619,18.66666667,"Single Family Residence, Residential",1900,2,2,644.69,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,345000.0,15201,2021/8/1,326854.0,40.0,"Single Family Residence, Residential",1900,2,3,871.2,sqft,Natural Gas,Central Air,Open Parking,229000.0,2,1.0,False,33.6231884057971,medium,-1,0,0,-226.51,p2_more,similar,medium_p2_more
11512679,11512766,15201,2021/8/1,243215.0435,31.13043478,"Single Family Residence, Residential",1900,1,2,696.0,sqft,"Forced Air, Natural Gas",Electric,Open Parking,249900.0,15201,2021/8/1,222411.9565,21.0,"Single Family Residence, Residential",1900,3,3,1119.0,sqft,"Other, Baseboard",Window A/C,Open Parking,200000.0,2,1.0,False,19.96798719487795,hard,-1,-2,0,-423.0,p2_more,similar,hard_p2_more
11512766,11514052,15201,2021/8/1,222411.9565,21.0,"Single Family Residence, Residential",1900,3,3,1119.0,sqft,"Other, Baseboard",Window A/C,Open Parking,200000.0,15201,2021/8/1,257900.0,25.0,"Townhouse, Residential",1915,2,2,823.28,sqft,"Forced Air, Natural Gas","Central Air, Electric",Open Parking,280500.0,1,2.0,False,28.698752228163993,medium,1,1,-15,295.72,p1_slight,similar,medium_p1_slight
11513104,11513980,15201,2021/8/1,306800.0,14.5,"Single Family Residence, Residential",1910,1,3,1125.0,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,335000.0,15201,2021/8/1,257193.75,37.125,"Single Family Residence, Residential",1920,1,2,1524.0,sqft,"Forced Air, Natural Gas",Central Air,Open Parking,242000.0,2,1.0,False,27.761194029850746,medium,1,0,-10,-399.0,p1_slight,similar,medium_p1_slight
11513694,11514052,15201,2021/8/1,326854.0,40.0,"Single Family Residence, Residential",1900,2,3,871.2,sqft,Natural Gas,Central Air,Open Parking,229000.0,15201,2021/8/1,257900.0,25.0,"Townhouse, Residential",1915,2,2,823.28,sqft,"Forced Air, Natural Gas","Central Air, Electric",Open Parking,280500.0,1,2.0,False,18.36007130124777,hard,1,0,-15,47.92000000000007,p1_slight,similar,hard_p1_slight
119344168,242629909,15201,2021/8/1,530992.3684,14.73684211,"Single Family Residence, Residential",2012,3,3,4621.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,750000.0,15201,2021/8/1,455274.8571,18.64285714,"Single Family Residence, Residential",1920,4,3,1176.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,450000.0,2,1.0,False,40.0,medium,0,-1,92,3445.0,equal,p1_much,medium_equal
11275855,11614867,15201,2021/9/1,296898.3333,20.6,"Single Family Residence, Residential",1960,2,3,6098.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,275000.0,15201,2021/9/1,275310.4762,57.47619048,"Single Family Residence, Residential",1900,3,3,1559.0,sqft,Natural Gas,Central Air,unknown,450000.0,1,2.0,False,38.88888888888889,medium,0,-1,60,4539.0,equal,p1_much,medium_equal
