zpid_1,zpid_2,zipcode_1,year_month.y_1,zestimate_linear_1,interval_range_linear_1,type_1,yearBuilt_1,bathrooms_1,bedrooms_1,lot_1,lotUnit_1,heating_1,cooling_1,parkingType_1,price.y_1,zipcode_2,year_month.y_2,zestimate_linear_2,interval_range_linear_2,type_2,yearBuilt_2,bathrooms_2,bedrooms_2,lot_2,lotUnit_2,heating_2,cooling_2,parkingType_2,price.y_2,pred_choice,model_text,true_choice,correct,price_ratio,difficulty,bedrooms_diff,bathrooms_diff,year_diff,lot_diff,feature_profile,is_correct
11416268,11493532,15235,2020/7/1,101540.4444,25.0,SingleFamily,1937,2,4,0.33,Acres,Other,Central,unknown,125000.0,15235,2020/7/1,98345.0,17.6,SingleFamily,1950,1,3,8086.0,sqft,Other,Central,unknown,103000.0,2,CHOICE: 2,1.0,False,0.21359223300970873,hard,1,1,-13,-8085.67,lot_dominant,False
11302826,11645656,15227,2021/1/1,142042.0,26.0,"Single Family Residence, Residential",1941,2,3,1.0,Acres,"Forced Air, Natural Gas",Central Air,unknown,163000.0,15227,2021/1/1,153670.4,23.6,"Single Family Residence, Residential",1954,2,3,0.35,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,209900.0,1,CHOICE: 1,2.0,False,0.28773006134969326,hard,0,0,-13,0.65,mixed,False
11562176,11650019,15226,2020/7/1,182153.9,21.7,SingleFamily,1955,2,4,9008.0,sqft,Other,Central,unknown,226500.0,15226,2020/7/1,167209.0,16.66666667,SingleFamily,1926,1,5,5401.0,sqft,Other,Central,unknown,175000.0,2,CHOICE: 2,1.0,False,0.29428571428571426,hard,-1,1,29,3607.0,year_dominant,False
11487477,87992919,15238,2020/7/1,392607.5385,15.53846154,SingleFamily,1987,6,4,1.28,Acres,Other,Central,unknown,305110.0,15238,2020/7/1,357531.7,20.1,"Townhouse, Residential",2006,3,2,1158.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,395000.0,1,CHOICE: 1,2.0,False,0.2946150568647373,hard,2,3,-19,-1156.72,mixed,False
11359381,11360401,15243,2021/12/1,302000.0,25.32394366,"Single Family Residence, Residential",1950,2,3,9957.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,375000.0,15243,2021/12/1,298017.8344,15.35031847,"Single Family Residence, Residential",1955,3,3,7956.0,sqft,Natural Gas,Central Air,unknown,309000.0,2,CHOICE: 2,1.0,False,0.21359223300970873,hard,0,-1,-5,2001.0,bathrooms_dominant,False
11325997,11326051,15202,2022/6/1,196200.0,21.0,"Single Family Residence, Residential",1985,2,3,5227.0,sqft,Natural Gas,Electric,unknown,220000.0,15202,2022/6/1,156844.4444,28.74074074,"Single Family Residence, Residential",1925,1,3,3358.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,180000.0,2,CHOICE: 2,1.0,False,0.2222222222222222,hard,0,1,60,1869.0,bathrooms_dominant,False
11305210,11554268,15227,2020/8/1,178262.7,17.3,"Single Family Residence, Residential",1955,3,5,6494.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,180000.0,15227,2020/8/1,154066.7273,22.18181818,"Single Family Residence, Residential",1947,3,3,0.55,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,220000.0,1,CHOICE: 1,2.0,False,0.2222222222222222,hard,2,0,8,6493.45,bedrooms_dominant,False
11616673,11616693,15237,2021/6/1,526319.4545,12.54545455,"Single Family Residence, Residential",1992,4,4,0.58,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,607000.0,15237,2021/6/1,518922.9091,12.86363636,"Single Family Residence, Residential",1998,3,5,0.48,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,500000.0,2,CHOICE: 2,1.0,False,0.214,hard,-1,1,-6,0.09999999999999998,mixed,False
11271251,11326736,15214,2021/7/1,220763.8696,11.39130435,"Single Family Residence, Residential",1960,2,3,6329.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,230000.0,15214,2021/7/1,205816.3913,17.65217391,"Single Family Residence, Residential",1958,2,3,6385.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,190000.0,2,CHOICE: 2,1.0,False,0.21052631578947367,hard,0,0,2,-56.0,mixed,False
11492392,11493435,15235,2022/5/1,126451.3846,27.76923077,"Single Family Residence, Residential",1948,2,3,0.42,Acres,"Forced Air, Natural Gas",Central Air,unknown,200000.0,15235,2022/5/1,138860.0,22.0,"Single Family Residence, Residential",1965,2,3,7104.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,165000.0,2,CHOICE: 2,1.0,False,0.21212121212121213,hard,0,0,-17,-7103.58,lot_dominant,False
11453151,11460181,15220,2020/11/1,264235.1538,16.76923077,"Single Family Residence, Residential",1950,2,3,0.46,Acres,"Natural Gas, Baseboard",Central Air,unknown,298250.0,15220,2020/11/1,235002.0,10.0,"Single Family Residence, Residential",1970,3,5,8685.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,240000.0,2,CHOICE: 2,1.0,False,0.24270833333333333,hard,-2,-1,-20,-8684.54,mixed,False
11305084,11353784,15227,2020/9/1,183286.0,27.0,"Single Family Residence, Residential",1950,3,3,10602.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,192499.0,15227,2020/9/1,155297.75,18.5,"Single Family Residence, Residential",1957,2,4,5222.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,160000.0,2,CHOICE: 2,1.0,False,0.20311875,hard,-1,1,-7,5380.0,lot_dominant,False
11356074,11476057,15220,2022/5/1,188627.7778,18.5,"Single Family Residence, Residential",1956,1,3,4051.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,243000.0,15220,2022/5/1,196565.0,14.95,"Single Family Residence, Residential",1966,3,3,5000.0,sqft,"Natural Gas, Baseboard",Central Air,unknown,180000.0,2,CHOICE: 2,1.0,False,0.35,medium,0,-2,-10,-949.0,bathrooms_dominant,False
11257430,11557616,15237,2021/9/1,441944.1,12.1,"Single Family Residence, Residential",1979,4,4,0.46,Acres,"Forced Air, Natural Gas",Central Air,unknown,485500.0,15237,2021/9/1,422555.9322,10.98305085,"Single Family Residence, Residential",1977,3,5,0.57,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,360000.0,2,CHOICE: 2,1.0,False,0.3486111111111111,medium,-1,1,2,-0.10999999999999993,mixed,False
11571078,11574140,15216,2022/5/1,411838.4615,11.53846154,"Single Family Residence, Residential",1960,3,3,10484.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,526200.0,15216,2022/5/1,466453.8462,18.30769231,"Single Family Residence, Residential",1969,3,4,9748.0,sqft,"Forced Air, Natural Gas",Electric,unknown,351500.0,2,CHOICE: 2,1.0,False,0.4970128022759602,medium,-1,0,-9,736.0,bedrooms_dominant,False
11354988,11397402,15234,2020/7/1,229707.6,11.2,SingleFamily,1956,3,3,0.35,Acres,Other,Central,unknown,239900.0,15234,2020/7/1,264808.6,18.8,Townhouse,1993,3,3,2176.0,sqft,Other,Central,unknown,355000.0,1,CHOICE: 1,2.0,False,0.47978324301792413,medium,0,0,-37,-2175.65,year_dominant,False
11284306,102980739,15206,2021/3/1,207817.6923,39.76923077,"Single Family Residence, Residential",1911,1,3,5654.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,190000.0,15206,2021/3/1,260367.0,23.0,"Townhouse, Residential",1925,1,3,2543.0,sqft,Natural Gas,Central Air,unknown,273131.0,1,CHOICE: 1,2.0,False,0.43753157894736844,medium,0,0,-14,3111.0,lot_dominant,False
11335461,11570531,15216,2021/9/1,227408.4746,14.6779661,"Single Family Residence, Residential",1940,2,4,7500.0,sqft,Natural Gas,Central Air,unknown,170000.0,15216,2021/9/1,238729.2727,12.09090909,"Single Family Residence, Residential",1920,1,3,3301.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,235000.0,1,CHOICE: 1,2.0,False,0.38235294117647056,medium,1,1,20,4199.0,year_dominant,False
11658605,11658708,15216,2020/10/1,422016.1429,15.14285714,"Single Family Residence, Residential",1940,3,3,6250.0,sqft,Natural Gas,Central Air,unknown,511000.0,15216,2020/10/1,406224.0667,11.86666667,"Single Family Residence, Residential",1928,2,4,8100.0,sqft,"Hot Water, Natural Gas",Wall Unit(s),unknown,367000.0,2,CHOICE: 2,1.0,False,0.3923705722070845,medium,-1,1,12,-1850.0,mixed,False
11522133,11590053,15237,2020/9/1,249207.2,14.0,"Single Family Residence, Residential",1967,2,3,0.27,Acres,Natural Gas,Central Air,unknown,190000.0,15237,2020/9/1,239533.0625,21.9375,"Single Family Residence, Residential",1953,2,3,0.01,Acres,"Forced Air, Natural Gas",Central Air,unknown,260000.0,1,CHOICE: 1,2.0,False,0.3684210526315789,medium,0,0,14,0.26,mixed,False
11513417,11615092,15201,2020/8/1,236760.4444,33.22222222,SingleFamily,1890,2,3,1875.0,sqft,"Other, Forced air, Gas",Central,unknown,256000.0,15201,2020/8/1,205388.6154,18.84615385,SingleFamily,1950,3,3,5000.0,sqft,Other,Central,unknown,188500.0,2,CHOICE: 2,1.0,False,0.35809018567639256,medium,0,-1,-60,-3125.0,bathrooms_dominant,False
11558275,11589740,15237,2021/7/1,341331.5455,14.63636364,"Single Family Residence, Residential",1995,3,4,5257.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,320000.0,15237,2021/7/1,348971.5455,11.0,"Single Family Residence, Residential",1963,3,4,0.42,Acres,"Forced Air, Natural Gas",Central Air,unknown,421500.0,1,CHOICE: 1,2.0,False,0.3171875,medium,0,0,32,5256.58,year_dominant,False
11470364,11547114,15236,2022/4/1,183673.875,13.625,SingleFamily,1952,2,3,7152.0,sqft,"Other, Gas",Central,unknown,205000.0,15236,2022/4/1,205202.5,29.5,"Single Family Residence, Residential",1979,2,3,2877.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,285000.0,1,CHOICE: 1,2.0,False,0.3902439024390244,medium,0,0,-27,4275.0,year_dominant,False
11612888,11615938,15201,2020/8/1,161698.6,20.4,"Single Family Residence, Residential",1900,2,3,1001.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,220000.0,15201,2020/8/1,135759.8,15.8,SingleFamily,1950,1,3,2775.0,sqft,Other,Central,unknown,155000.0,2,CHOICE: 2,1.0,False,0.41935483870967744,medium,0,1,-50,-1774.0,bathrooms_dominant,False
11309717,11431614,15234,2021/4/1,174207.25,16.41666667,"Single Family Residence, Residential",1942,2,3,5808.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,153000.0,15234,2021/4/1,196584.5385,15.53846154,"Single Family Residence, Residential",1960,1,3,0.33,Acres,"Forced Air, Natural Gas",Central Air,unknown,205000.0,1,CHOICE: 1,2.0,False,0.33986928104575165,medium,0,1,-18,5807.67,bathrooms_dominant,False
11474820,11585241,15211,2019/7/1,144656.6667,38.66666667,SingleFamily,1910,1,3,2249.0,sqft,"Other, Gas",unknown,unknown,165000.0,15211,2019/7/1,147033.2941,16.23529412,SingleFamily,1910,1,3,3049.0,sqft,Other,unknown,unknown,117000.0,2,CHOICE: 2,1.0,False,0.41025641025641024,medium,0,0,0,-800.0,mixed,False
11510347,11549565,15241,2022/6/1,407483.3333,15.77777778,"Single Family Residence, Residential",1960,3,5,0.8,Acres,"Forced Air, Natural Gas",Central Air,unknown,600000.0,15241,2022/6/1,446689.1566,12.53012048,"Single Family Residence, Residential",1962,4,4,0.41,Acres,"Forced Air, Natural Gas",Central Air,unknown,450000.0,2,CHOICE: 2,1.0,False,0.3333333333333333,medium,1,-1,-2,0.39000000000000007,mixed,False
11396297,11397572,15234,2020/4/1,178901.0,23.0,"Single Family Residence, Residential",1950,3,4,4791.0,sqft,Natural Gas,Central Air,unknown,115000.0,15234,2020/4/1,176561.1111,20.88888889,SingleFamily,1951,2,2,10816.0,sqft,"Other, Forced air, Gas",Central,unknown,245000.0,1,CHOICE: 1,2.0,False,1.1304347826086956,easy,2,1,-1,-6025.0,mixed,False
11522602,11617759,15237,2020/6/1,261296.0,20.0,SingleFamily,1960,3,4,0.26,Acres,Other,Central,unknown,333900.0,15237,2020/6/1,218139.3333,25.11111111,"Single Family Residence, Residential",1944,3,3,9600.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,177000.0,2,CHOICE: 2,1.0,False,0.8864406779661017,easy,1,0,16,-9599.74,bedrooms_dominant,False
11636470,11640002,15217,2021/8/1,339733.3333,20.11111111,"Single Family Residence, Residential",1933,3,3,3977.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,437000.0,15217,2021/8/1,284513.4286,16.0,"Single Family Residence, Residential",1952,2,3,5000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,281800.0,2,CHOICE: 2,1.0,False,0.5507452093683464,easy,0,1,-19,-1023.0,bathrooms_dominant,False
11507979,11641582,15236,2022/6/1,227184.6154,26.92307692,"Single Family Residence, Residential",1940,3,3,0.32,Acres,"Hot Water, Natural Gas",Central Air,unknown,375000.0,15236,2022/6/1,248743.5897,11.02564103,"Single Family Residence, Residential",1971,3,3,7840.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,242500.0,2,CHOICE: 2,1.0,False,0.5463917525773195,easy,0,0,-31,-7839.68,year_dominant,False
11554576,11646051,15227,2020/7/1,177600.2,12.4,SingleFamily,1950,2,3,0.28,Acres,Other,Central,unknown,177500.0,15227,2020/7/1,155318.875,16.75,SingleFamily,1953,2,3,10175.0,sqft,Other,Central,unknown,116900.0,2,CHOICE: 2,1.0,False,0.5183917878528657,easy,0,0,-3,-10174.72,lot_dominant,False
11358110,11396346,15234,2021/12/1,205848.5915,22.27464789,"Single Family Residence, Residential",1950,2,3,6000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,215000.0,15234,2021/12/1,173190.3448,17.06206897,"Single Family Residence, Residential",1950,2,3,6211.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,115000.0,2,CHOICE: 2,1.0,False,0.8695652173913043,easy,0,0,0,-211.0,mixed,False
11428044,11467606,15236,2022/6/1,180579.4545,18.81818182,SingleFamily,1966,2,2,0.48,Acres,Other,Central,unknown,320000.0,15236,2022/6/1,172033.3333,17.57777778,"Single Family Residence, Residential",1953,2,3,7287.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,139900.0,2,CHOICE: 2,1.0,False,1.28734810578985,easy,-1,0,13,-7286.52,bedrooms_dominant,False
